,sentence,start,end
0,Today Donald J,0,14
1,Trump released the surveys completed by two of the three (the third survey is being obtained and is of similar nature) individuals featured in recent ads released by American Future Fund regarding Trump University,500,713
2,The previously unreleased documents show overwhelming support for the school from the individuals featured in the ads,1147,1264
3,Donald J,1708,1716
4,Trump is requesting the immediate retraction of the ads created by American Future Fund which clearly was unlawfully coordinated with lightweight Senator Marco Rubio on these misleading commercials,2121,2318
5,The ads feature three individuals who are part of a lawsuit against Trump University an educational program that has a 98% approval rating from all attendees,2632,2789
6,These individuals provided written praise of their experience in school surveys (View   &  ),3130,3219
7,Mr,3640,3642
8,"Trump stated ""Trump University has a 98% approval rating and an ""A"" rating from the Better Business Bureau",4040,4146
9,New York Attorney General Eric Schneiderman continues to waste taxpayer money trying to smear me but the fact is that the overwhelming majority of students had a great experience,4443,4621
10,Its a minor civil case I have not settled out of principle,4948,5006
11,Lightweight Marco Rubio is grasping at straws and produced terrible ads featuring three people who all provided written statements praising the program,5351,5502
12,I demand an immediate retraction of this false and libelous ads,5855,5918
13,"It just shows how low a failing campaign will go to help their failing candidate."" ""New York Attorney General Eric Schneiderman is a typical politician and just a few weeks before going after Mr",6233,6427
14,Trump he was seeking financial support from Mr,6735,6781
15,Trumps daughter and others close to the GOP frontrunner,7175,7230
16,When he did not receive contributions he went after Mr,7601,7655
17,Trump with this frivolous lawsuit based on less than 2% of Trump University attendees,8030,8115
18,The law firm suing Mr,8496,8517
19,Trump made a major contribution to Eric Schneiderman before Schneiderman entered the lawsuit,8932,9024
20,Mr,9485,9487
21,"Trump has won most of the case which Schneiderman is now appealing."" For more information regarding Trump University and the status of the politically motivated civil case visit  ",9948,10125
