,sentence,start,end
0,"""Its no surprise that Donald Trump is defending his most offensive views and extremist allies",0,93
1,This is the man who has spent 15 months insulting nearly every group in America – African Americans Muslims Latinos Native Americans immigrants women veterans people with disabilities and the list goes on,555,759
2,"xa0This is the man who hired Steve Bannon a promoter of the racist ""alt-right"" movement to be his campaign CEO and has inspired white supremacists and conspiracy theorists like David Duke and Alex Jones",1058,1260
3,xa0So its no wonder Trump is standing up for them yet again,1553,1612
4,xa0This is without a doubt deplorable – but this is who he is,1943,2004
5,xa0This is what his campaign has always been about,2339,2389
6,xa0And this is a fight were eager to have,2733,2774
7,As Hillary said today we wont back down,3167,3206
8,We will never stop calling out Trumps bigotry and racist rhetoric because we know our country is better than this,3607,3720
9,"xa0America is better than Donald Trump."" ",4121,4161
