,sentence,start,end
0,"""I join people around the world in celebrating the historic peace agreement in Colombia which brings to a close the longest-running internal armed conflict in the Americas",0,171
1,I applaud those who forged this pact,612,648
2,And Im proud of the American diplomats who supported them at every step along the way,1063,1148
3,Now Colombia must turn this agreement into a just and lasting peace,1499,1566
4,As President Ill ensure that the United States remains their partner in that process,1916,2000
5,The people of Colombia deserve nothing less,2372,2415
6,And the safety and security of our hemisphere and world will be strengthened by Colombias success,2794,2891
7,"""After more than 50 years of war a new day now dawns in Colombia",3330,3394
8,The road ahead is long,3833,3855
9,"But this long-awaited milestone is worth celebrating."" ",4294,4348
