,sentence,start,end
0,"""For over 70 years the Association of Flight Attendants has helped raise wages benefits and working conditions for its members all across – and above – America",0,159
1,Over the decades it has brought our nations attention to important issues like discrimination outsourcing and equal pay,614,733
2,Every American worker deserves an advocate like the AFA in their corner and Im honored to have earned their endorsement,1073,1192
3,"""Throughout my career the AFA and I have partnered to fight for fairer labor standards",1533,1619
4,In the Senate I led the effort to ensure AFA members had access to Family and Medical Leave Act benefits,1929,2033
5,And weve always stood up for women who have been treated unequally in the workforce,2348,2431
6,"""The stakes in this election could not be higher",2774,2822
7,Donald Trump stood on a debate stage and said that wages are too high in this country,3167,3252
8,He opposes policies that would make it easier for people to balance work and family including guaranteeing paid leave for all families and working for equal pay for women,3544,3714
9,He even personally hired a union-busting firm to keep workers at his hotel in Las Vegas from organizing,4014,4117
10,"""If Im elected in November labor will always have a champion in the White House",4439,4518
11,Together well build an economy that works for everyone not just those at the top,4831,4911
12,Well say no to bad trade deals no to attacks on workers and no to discriminatory and sexist policies,5255,5355
13,"And Im glad to know the AFA will be at my side as we stand up for American workers."" ",5742,5826
