,sentence,start,end
0,Thank you Ohio,0,14
1,It is so great to be in the great city of Canton,423,471
2,"""We just got new polls from Bloomberg and CNN",880,925
3,"Were up five points in Ohio and the LA Times poll has us up 5 points nationwide."" ""The people of the United States are ready for change",1334,1469
4,"Theyre ready to discard a failed political establishment that disdains disrespects and looks down on hardworking people."" This election is about a choice between the control of an arrogant ruling class in Washington D.C",1736,1955
5,versus the hopes and dreams of everyday citizens,2286,2334
6,For years our leaders have looked out only for themselves,2710,2767
7,"""There is no greater example of this in our country than Flint Michigan",3116,3187
8,The city of Flint was once known as Buick City,3524,3570
9,More than 80000 workers were employed by GM in 1970 – today its less than 8000,3899,3977
10,Forty percent of the citys residents are living in poverty,4306,4364
11,"Violent crime is among the nations highest."" Today I went to Flint Michigan to address the water crisis",4706,4809
12,The water crisis in Flint demonstrates failure at every single level of government,5156,5238
13,"""Its tragic and its heartbreaking and it should never happen in the United States of America."" This is the catastrophe that happens when we build up other countries instead of our own",5548,5731
14,"""It used to be cars were made in Flint and you couldnt drink the water in Mexico",5998,6078
15,"Now the cars are made in Mexico and you cant drink the water in Flint."" We are going to turn this around",6343,6447
16,We are going to bring our jobs back and protect our people,6759,6817
17,Driving through the city you see the shuttered homes and businesses the dilapidated infrastructure,7155,7253
18,This is what our politicians have done to this city this is what our politicians have done to America,7584,7685
19,But nowhere has the pain been worse than our inner cities,8042,8099
20,Democratic politicians have ran our inner cities for 50 60 70 years,8484,8551
21,Their policies have produced massive poverty joblessness and failing schools,8931,9007
22,"""Theyve trapped Americans in suffering for years and Im running to offer a better future",9390,9478
23,"Lower crime better schools more jobs – safety security opportunity."" ""Now I understand there are going to be some people in these communities who arent planning on voting for me right now",9794,9981
24,I will campaign hard for their votes – we cant stay the course our country is on,10251,10331
25,"If you keep voting for the same people youll keep getting the same results."" I am willing to campaign anywhere",10630,10740
26,I am willing to go anywhere visit anywhere even if some voters openly oppose me in a community I will go there and ask them for their support,11000,11141
27,"""Hillary Clinton calls people who arent supporting her deplorable and irredeemable",11469,11551
28,"I call people who arent supporting me American citizens who are entitled to the same respect as anyone else – and I will not stop campaigning for every last American vote in every last American community right up until November 8th."" I will take my message to communities that are 99% Democrat or that have voted Democrat for generations",11786,12123
29,I am running to be President for all Americans to represent all Americans and to liberate our poorest citizens from crime and poverty and violence,12314,12460
30,The economic policies of Hillary Clinton – on trade on the economy on immigration – have devastated the inner cities of America,12765,12892
31,Her policies are the problem; we are offering the solution,13244,13302
32,Hillary Clinton believes in globalism – taking jobs from Flint and moving them to other countries,13633,13730
33,I am not running to be President of the world – I am running to be President of the United States,14030,14127
