,sentence,start,end
0,"""I am honored to have earned the endorsement of the United Steelworkers",0,71
1,"""The USW helped build America—and along the way they have helped build the mighty American middle class",509,612
2,"""Steel is crucial to our economy our manufacturing base and our national security",1050,1131
3,As President I will stand with the USW in the fight to protect workers fundamental rights to organize to bargain collectively to stay safe on the job and retire with dignity,1449,1622
4,As a Senator from New York I stood with steelworkers against efforts to undermine the competitiveness of American steel,1919,2038
5,And as President I will throw the book at China and stop their illegal efforts to dump cheap steel in U.S,2344,2449
6,markets,2838,2845
7,"""And together we will fight to make the kinds of investments that make Americas economy grow for workers everywhere",3249,3364
8,Well make the biggest investment in infrastructure since Dwight Eisenhower built the Interstate Highway System and make sure that were buying American materials to build Americas infrastructure,3707,3900
9,Well invest in manufacturing because we can and we will make things in America,4253,4331
10,"""Above all I will always have workers backs",4704,4747
11,Unions like USW will always have a seat at the table and a champion in the White House,5202,5288
12,"Because when workers are strong families are strong—and when families are strong America is strong."" ",5743,5843
