,sentence,start,end
0,"""I strongly condemn the apparent terrorist attacks in Minnesota New Jersey and New York",0,87
1,I pray for all of those who were wounded and for their families,508,571
2,Once again we saw the bravery of our first responders who run toward danger to help others,992,1082
3,Their quick actions saved lives,1439,1470
4,Law enforcement officials are working to identify who was behind the attacks in New York and New Jersey and we should give them the support they need to finish the job and bring those responsible to justice - we will not rest until that happens,1757,2001
5,ISIS has claimed responsibility for the attack in Minnesota and this should steel our resolve to protect our country and defeat ISIS and other terrorist groups,2223,2382
6,I have laid out a comprehensive plan to do that,2718,2765
7,This includes launching an intelligence surge to help identify and thwart attacks before they can be carried out and to spot lone wolf attackers,3091,3235
8,We also need to work with Silicon Valley to counter propaganda and recruitment efforts online,3578,3671
9,Americans have faced threats before and our resilience in the face of them only makes us stronger,4111,4208
10,"I am confident we will once again choose resolve over fear."" ",4648,4708
