,sentence,start,end
0,Today Donald J,0,14
1,Trump received the coveted endorsement of Florida Attorney General Pam Bondi who joined Mr,459,549
2,Trump at his Tampa event the day before the all-important winner-take-all Florida primary,994,1083
3,Mr,1528,1530
4,"Trump stated ""It is my great honor to receive the endorsement from a leader as highly respected as Attorney General Pam Bondi",1945,2070
5,I love the people of Florida where over the years I have invested my time hundreds of millions of dollars and employed thousands of people,2359,2497
6,"Pam is one of the many individuals I have formed a great relationship with and I am very proud to receive her support."" Attorney General Bondi added ""People today are looking for leadership the kind that Mr",2745,2951
7,Trump offers thats unafraid to tell it like it is and will do something about renewing Americas strength and greatness,3219,3337
8,Thats why I am pleased to announce my support of Donald Trump for President,3659,3734
9,We have been friends for years and I know his family personally,4068,4131
10,Ive seen first-hand how he leads and how he cares deeply about the people of this country,4468,4557
11,"If elected President I know he will bring Americas best minds together to preserve what we have and secure what we need for the future."" Mr",4932,5071
12,Trump is currently leading all Florida polls by substantial margins,5495,5562
