,sentence,start,end
0,Thank you very much,0,19
1,Thank you,376,385
2,Thank you,742,751
3,What a crowd,1108,1120
4,Wow look at that,1477,1493
5,Boy,1850,1853
6,What a crowd,2210,2222
7," n ""Thank you",2579,2591
8,Thank you very much,2948,2967
9,Thank you,3324,3333
10,We just set a record in this building folks so thats good news,3690,3752
11,Thats fantastic,4083,4098
12,Thank you,4433,4442
13,""" n I love Michigan and I must tell you come November to be specific November 8th with your help we are going to win and we are going to win big",4710,4854
14, n And we are going to the White House and we are going to bring jobs back to our country and we are going to bring jobs back to Michigan,5053,5189
15," n ""Its going to be a victory for the people a victory for the wage-earner the factory worker",5434,5526
16,Remember this a big big victory for the factory worker,5834,5888
17,They havent had those victories for a long time,6233,6280
18,A victory for every citizen and for all of the people whose voices have not been heard for many many years,6590,6696
19,Theyre going to be heard again,7006,7036
20,""" n ""Itll be a win for the voters not for the pundits not for the journalists not for the lobbyists not for the global special interests funding my opponents campaign",7323,7489
21,""" n ""Its going to be your victory",7765,7798
22,""" n ""These are hard times for many in this country",8137,8187
23,I just got back from a tour of the suffering and devastation in Louisiana,8517,8590
24,Perhaps you can tell by the way Im dressed,8920,8962
25,Just got off the plane,9331,9353
26,It was actually incredible,9735,9761
27,The spirit of the people is incredible,10140,10178
28,The devastation likewise theyve never seen anything like it but the spirit of the people is incredible,10521,10623
29,And honestly Obama ought to get off the golf course and get down there,10941,11011
30,""" n We mourn for the lives lost and we pledge our help comfort and support to every last person in need",11291,11394
31,To the people of Louisiana we are with you and we will always be with you,11653,11726
32," n ""In my vision I saw not only the suffering of our people but also their strength courage and really unbeatable spirit",12012,12131
33,Their spirit will overcome,12447,12473
34,We have a lot to overcome in our country especially the fact that our jobs are being taken away from us and going to other lands and were not going to allow it to happen and especially its happening right here in Michigan,12746,12967
35,""" n ""Its an amazing spirit that we will need to rebuild our country",13201,13268
36,Its that strength that were going to need to create the new American future our children so much deserve,13567,13671
37,""" n ""In this new -- thank you",13980,14009
38,Thank you very much,14363,14382
39,In this new future millions of workers on the sidelines will be returned to the work force,14723,14813
40,And if Im not elected president that will never happen believe me,15125,15190
41,"Theyre talking to you theyre playing you but believe me you know the answer.n"" ""And I have to say that Ive been talking about Michigan and the car industry and how your businesses and plants have been ripped out of your land and I have been doing it for four years to the people of Michigan",15411,15701
42,Other people started talking about it last week,15928,15975
43,"Theyre not going to do anything about it.n"" Crumbling roads bridges and airports will be replaced with the infrastructure our country needs and deserves",16309,16461
44, n Families strapped in welfare will be provided with jobs and opportunity,16810,16883
45,Children stuck in failing government schools will be able to attend the school of their choice,17262,17356
46, n Government will become lean effective responsible and honest,17717,17779
47, n Our border will be protected and our children will be safe very very safe,18126,18201
48," n ""And we will build the wall dont worry about it",18521,18570
49,We will build the wall,18925,18947
50,""" n Law and order will be restored and the poorest places in our country will know safety and peace again",19261,19366
51, n American values and cultures will be cherished - and I mean cherished and celebrated once again,19663,19760
52,But to achieve this new American future we must break free from the bitter failures of the past and reject the same insiders telling us the same old lies over and over and over again,20029,20211
53," n ""No group in America has been more harmed by Hillary Clintons policies than African-Americans no group",20479,20583
54,No group,20940,20948
55,If Hillary Clintons goal was to inflict pain on the African-American community she could not have done a better job,21303,21418
56,It is a disgrace,21777,21793
57,""" n ""Tonight Im asking for the vote of every single African-American citizen in this country who wants to see a better future",22116,22241
58,""" n ""The inner cities of our country have been run by the Democratic party for more than 50 years",22525,22622
59,Their policies have produced only poverty joblessness failing schools and broken homes,22962,23048
60,Its time to hold democratic politicians accountable for what they have done to these communities,23395,23491
61,"At what point do we say enough? "" n At what point do we say enough?  n ""It is time to hold failed leaders accountable for their results not just their empty words over and over again",23758,23939
62,Look at what the democratic party has done to the city as an example and there are many others of Detroit,24178,24283
63,40 percent of Detroits residents 40 percent live in poverty,24598,24657
64,"Half of all Detroit residents do not work and cannot work and cant get a jobn"" Detroit tops the list of most dangerous cities in terms of violent crime number one",24946,25108
65,This is the legacy of the democratic politicians who have run this city,25393,25464
66,This is the result of the policy agenda embraced by crooked Hillary Clinton,25796,25871
67, n 33000 e-mails gone,26235,26255
68, n The only way to change results is to change leadership,26617,26673
69, n We can never fix our problems by relying on the same politicians who created our problems in the first place,26991,27101
70,A new future requires brand new leadership,27449,27491
71, n Look at how much African-American communities are suffering from democratic control,27860,27945
72,"To those I say the following what do you have to lose by trying something new like Trump? What do you have to lose?  n ""I say it again what do you have to lose? Look youre living in poverty",28211,28399
73,Your schools are no good,28653,28677
74,You have no jobs,29006,29022
75,58% of your youth is unemployed,29349,29380
76,"What the hell do you have to lose?n"" ""And at the end of four years I guarantee you that I will get over 95% of the African American vote",29659,29795
77,I promise you,30092,30105
78,Because I will produce I will produce for the inner cities and I will produce for the African Americans,30434,30537
79,And the Democrats will not produce and all they have done is taken advantage of your vote,30841,30930
80,Thats all theyve done,31270,31291
81,And once the election is over they go back to their palaces in Washington,31634,31707
82,And you know what? They do nothing for you,32032,32074
83,"Just remember it.n"" So you have nothing to lose",32419,32466
84,One thing we know for sure: if you keep voting for the same people you will keep getting the same exactly the same results.n My administration will go to work for you as no one has ever done before.n We will work,32720,32932
85,We will bring back jobs,33195,33218
86,"We will work.n ""By contrast the one thing every item in Hillary Clintons agenda has in common is that it takes jobs and opportunities away from African American workers.n"" ""It takes jobs away from all workers because your companies are leaving Michigan",33494,33746
87,Your companies are leaving every single state in our union,34042,34100
88,Theyre going to Mexico,34515,34537
89,"Theyre going everywhere but here.n"" Hillary Clinton supports open borders",34943,35016
90,"Which means many things but it means people pouring and they take your jobs.n ""Whether you like it or dont like it",35367,35481
91,"They take your jobs.n"" Her fierce opposition to school choice",35817,35878
92,You need choice,36270,36285
93,You have to get your children into good schools,36671,36718
94,You do that through competition,37110,37141
95,You need choice.n Her plan to massively raise taxes on small business and everyone,37525,37607
96,$1.3 trillion tax increase,38003,38029
97,Where as I am cutting taxes very substantively for business and for the middle class.n Her tremendous opposition to American energy,38403,38534
98,Her opposition is fierce and her record of giving our jobs away to many many other countries,38874,38966
99,"America must reject the bigot dream of Hillary Clinton who sees communities of color only as votes not as human beings worthy of a better future.n Hillary Clinton would rather provide a job to a refugee from overseas that to give that job to unemployed African American youth in cities like Detroit who have become refugees in their own country.n ""Its time to get our country back to work and that includes an all out effort",39128,39552
100,"To help young African Americans get the good paying jobs that they deserve.n"" ""Hillary Clintons plan would bring in an estimated 620000 refugees in her first term at a lifetime benefit cost of some $400 billion to our country",39638,39863
101,"According to the Senate Immigration Subcommittee.n"" ""Hillary Clinton wants to be Americas Angela Merkel",40157,40260
102,"By the way for the price of supporting one refugee in the United States we could support 12 in a safe zone in the Middle East or lets say Syria.n"" ""The approved refugee screening standards that I have proposed will save countless billions of dollars",40520,40769
103,Its called extreme vetting,41048,41074
104,Extreme vetting,41473,41488
105,""" n We will invest a portion of the money saved in the jobs program for inner city youth",41856,41944
106,The African American community has given so much to this country,42288,42352
107,"They fought and died in every war since the Revolution.n ""Theyve lifted up the conscience of our nation in the long march towards civil rights",42674,42816
108,Theyve sacrificed so much for the national good,43138,43185
109,"Yet nearly 4 in 10 African Americans children still live in poverty and 58% as I said of African Americans are not working.n"" They cannot find a job.n ""We must do better as a country",43475,43657
110,I refuse to believe that the future must be like the past,43915,43972
111,It wont be,44313,44323
112,Our future will be a great future for everyone,44680,44726
113,For everyone,45083,45095
114,""" n In a Trump administration all workers of all colors will get priorities for jobs in their own country which is about time.n I want higher wages for African Americans for Hispanic Americans and for all Americans",45385,45599
115,"We want higher wages  n Many many workers in our country are making substantially less money today in real wages than they made 18 years ago.n ""Theyre working two jobs instead of one",45828,46009
116,"Theyre working much harder as they get older and its supposed to be the opposite.n"" ""Were gonna stop it",46284,46387
117,"Were going to create great jobs and were gonna get the wages up.n"" Hillary Clinton is a throwback to an ugly past where politicians preyed on our poorest citizens while selling them out for personal gain",46646,46849
118,Promises promises all talk no action,47150,47186
119,All talk no action politicians.n They talk talk talk,47559,47611
120,You vote them in with great fan fare and then they just do nothing.n With Trump that is not going to happen,47931,48038
121,"Believe me.n ""We must turn the page on yesterday only a change in leadership will produce a change in outcomes",48314,48424
122,And we cant take as a country four more years of Obama,48735,48789
123,"And thats what you get with Hillary Clinton but probably worse.n"" In this new American future American workers will always come first",49113,49246
124,America first always come first.n This will include a complete revitalization of the Michigan manufacturing sector,49595,49709
125,Now you have to understand the Michigan manufacturing sector is a disaster,50085,50159
126,"Is a disaster.n ""Look at your notes look at your stats look at whats happening to your state",50515,50607
127,Youre losing your businesses,50966,50994
128,Its like taking candy away from a baby,51370,51408
129,"And many people right now in this audience that think you have jobs youre gonna find out very soon that your company is leaving from Mexico or some other place and youre not going to have your job for very long.n"" ""And if Trump gets in those days are over folks theyre over "" n We will be brining back our jobs to Michigan",51606,51928
130,"There will be a very big price to pay for those companies that wanna leave our land go someplace else manufacture their goods and sell back with no retribution.n ""It wont happen",52051,52228
131,There will be consequence,52541,52566
132,Wont happen,52956,52967
133,"It will not happen.n"" Michigan lost more than 1 in 4 of its manufacturing jobs since NAFTA.n As you know NAFTA one of the worst trade bills in history maybe maybe the worst trade bill signed in the history of the world",53255,53473
134,Not only in our country,53741,53764
135,Its emptied out Michigan its emptied out New England,54122,54174
136,Its emptied out New York State,54526,54556
137,Its emptied out so many of our great companies.n They leave and they fire,54894,54967
138,We end up with devastation,55312,55338
139,We end up with unemployment,55709,55736
140,We end up with nothing.n The bill was signed by Bill Clinton,56086,56146
141, n It was supported by Hillary Clinton,56497,56534
142, n Right here in this community you have lost 1 in 7 manufacturing jobs since Bill Clinton put China into the World Trade Organization,56868,57001
143,Another Hillary Clinton back deal,57333,57366
144,"She backs all the deals.n ""And by the way she will be backing Trans Pacific Partnership",57727,57814
145,TPP,58184,58187
146,If she is elected,58588,58605
147,Just mark your words,58989,59009
148,"Just remember you know its gonna happen.n"" She considered it the gold standard",59369,59447
