,sentence,start,end
0,Today the Donald J,0,18
1,Trump campaign announced a new executive board convened to provide advisory support to Mr,464,553
2,Trump on those issues important to Evangelicals and other people of faith in America,999,1083
3,The executive board will also lead a much larger Faith and Cultural Advisory Committee to be announced later this month,1504,1623
4,The leaders on the executive board were not asked to endorse Mr,1968,2031
5,Trump as a prerequisite for participating on the board,2428,2482
6,"""Rather the formation of the board represents Donald J",2883,2937
7,Trumps endorsement of those diverse issues important to Evangelicals and other Christians and his desire to have access to the wise counsel of such leaders as needed,3284,3449
8,Mr,3847,3849
9,"Trump has received widespread support from Evangelical leaders communities and voters winning the majority of the Evangelical vote throughout the primaries."" Mr",4247,4407
10,"Trump stated ""I have such tremendous respect and admiration for this group and I look forward to continuing to talk about the issues important to Evangelicals and all Americans and the common sense solutions I will implement when I am President."" ""The executive board members will convene on a regular basis",4649,4956
11,Certain members of the advisory board are solely responsible for managing Mr,5326,5402
12,Trumps private meeting with hundreds of Christian leaders scheduled today in New York City,5865,5955
13,""" ",6418,6419
