,sentence,start,end
0, Oh thank you all so much,0,24
1,Thank you,384,393
2,Oh you are great,753,769
3,Thank you,1129,1138
4,"""Oh my goodness",1498,1513
5,Ill tell you it was worth it trying to get here,1873,1920
6,You have been so generous with your time,2280,2320
7,And Im just so grateful to be back in Marshalltown and to have this chance to talk with you now less than a week until the caucus on Monday night,2618,2763
8,"But its just really meaningful to me that you would be here and be part of this process and I really am grateful to each and every one of you."" ""Ive learned a lot in the last months and I really think that spending all this time in small groups and big ones is going to make me a better president",2906,3202
9,So I thank you for everything youve done to make that possible,3392,3454
10,"""  ""And I really want to thank Mark Smith for his endorsement",3769,3829
11,Im thrilled,4165,4176
12,Thank you so very much Representative,4521,4558
13,And I have a—I have a plan that I hope will come to pass when it—that affects Mark,4873,4955
14,And that is I hope that we will be able to make him the majority leader of the House of Representatives in the state legislature,5226,5354
15,"""  Think of all the good things that he could do for you and for people across Iowa",5625,5707
16,"""Well its getting close",6020,6043
17,"And when all of you decide to go caucus on Monday youre going to be the first people in the world to get to express an opinion about who should be the next president and commander in chief for our country."" ""And I know how seriously Iowans take this because Ive been talking with you and listening to you",6261,6565
18,"But I want to just spend a few minutes really discussing whats at stake because this is one of the most consequential elections that weve had in quite some time."" When you think about it there are some very big differences between us and the Republicans and that puts a special responsibility on you and voters to try to decide where you stand",6627,6970
19,Well I will tell you where I stand,7179,7213
20,"""I believe that the Republican policies that are being promoted by this crop of candidates that are traveling across our state and country would set our country back rip up the progress weve made and undermine our future",7488,7708
21,And that is true across the board but let me just pick a few of the most important issues,7949,8038
22,"Lets take the economy."" ""You heard from them they are spouting the same failed economic policies: trickle-down economics; cut taxes on the wealthy; get out of the way of corporations",8317,8499
23,We have tried that it does not work,8812,8847
24,And its important to know the facts,9219,9254
25,And the facts are that our economy does better when we have a Democrat in the White House who cares about creating jobs and raising incomes for Americans,9556,9709
26,"""  ""And the last two Democratic presidents weve had both of whom I know which I kind of am proud of they each inherited economic problems from their Republican predecessors."" You know in my husbands case it was a recession a huge national debt that had been quadrupled in the prior 12 years and a big deficit",9879,10186
27,"So when he got to Washington people said ""OK",10421,10465
28,"So what do you especially bring to Washington that can make a difference?"" He said ""Well I guess I bring arithmetic",10784,10899
29,"Were going to make it add up again for the American people."" And at the end of eight years we did",11187,11284
30,Twenty-three million new jobs but most importantly incomes went up for everybody,11624,11704
31,Not just those at the top hard-working middle-class families working families poor families,12056,12147
32,More people were lifted out of poverty than in any recent time in our history,12495,12572
33,And we ended up with a balanced budget and a surplus,12927,12979
34,We were on the right track,13358,13384
35,Well back came the Republicans and back came trickle-down economics,13727,13794
36,George W,14142,14150
37,Bush slashed taxes on the wealthy and got out of the way of corporations to the extent that the man he put in charge of keeping an eye on Wall Street took a chainsaw to a big stack of regulations and had a great big smile on his face,14405,14638
38,"""Now we know what happened dont we? We went into the greatest financial crisis since the Great Depression and when Barack Obama became president we were losing 800000 jobs a month",14814,14993
