,sentence,start,end
0,"""Thank you",0,10
1,"Its great to be back in North Carolina."" In 62 days we are going to win this state – and we are going to win the White House",401,525
2,This is our chance to end years of injustice corruption and betrayal,916,984
3,This is our chance to solve all of the problems that have gone unsolved for so many years,1309,1398
4,For how long have people been saying Washington is broken and controlled by special interests? This is the year we can finally fix it,1696,1829
5,"""Thats because change has to come from outside of our broken and corrupt system."" We will never fix our rigged system by relying on the people who rigged it in the first place",2087,2262
6,We will never solve our problems by relying on the politicians who created our problems,2534,2621
7,So to every American who has been waiting for real change your wait is over – your moment of liberation is at hand,2907,3021
8,A vote for Trump is a vote to restore Democracy to heal our economy and to bring millions of jobs back into every forgotten stretch of this country,3272,3419
9,The change will begin my first day in office,3730,3774
10,First we are going to eliminate every unconstitutional executive order and restore the rule of law to our land,4120,4230
11,Then we are going to begin implementing plans for construction of a wall along our southern border,4551,4649
12,This will keep out the violent cartels and gangs as well as their drugs that are poisoning our youth,4956,5056
13,"""But thats just the beginning."" I am going to ask Congress to send me a bill to repeal and replace Obamacare",5352,5460
14,Under Senate rules that bill can be passed with 51 votes – meaning a Republican Congress and a Republican President can save Americans from this disaster in a single afternoon,5733,5908
15,"""Its going to be a very busy first day."" ""I am going to instruct the Department of State to immediately suspend the Syrian refugee resettlement program and develop plans for the construction of a safe zone in the region",6142,6361
16,My opponent wants a 550% increase in Syrian refugees,6659,6711
17,"She is running to be Americas Angela Merkel."" I am also going to notify all countries that refuse to take back dangerous illegal immigrants who have committed crimes in this country that they will lose access to our visa programs if they continue to do so",6981,7236
18,This is the measure that is called for under current law and I will enforce it,7470,7548
19,The Secretary of State is required to take this action but Hillary Clinton refused to do so – resulting in thousands of criminal aliens being released into U.S,7835,7994
20,communities,8355,8366
21,Furthermore I will direct every agency in government to begin identifying all wasteful job-killing regulations and they are going to be removed – this will include lifting the restrictions on American energy,8727,8934
22,I will also notify our NAFTA partners of my intention to renegotiate the deal and will withdraw from the TPP before it can be ratified,9217,9351
23,We are going to bring these jobs back to North Carolina,9693,9748
24,"""Hillary Clinton supported NAFTA she supported Chinas entry into the World Trade Organization and she supported the TPP",10096,10215
25,"She just does whatever her donors tell her to do."" In a Trump Administration we will negotiate trade deals on behalf of American workers – not on behalf of global corporations",10512,10687
26,We will work to ensure farmers in North Carolina have the tools they need to thrive at home and compete on a level playing field in foreign markets – and that means negotiating fair trade deals that put America First,10896,11112
