,sentence,start,end
0,These photos tell the story of Hillary for Iowa,0,47
1,For the last nine months the Hillary for Iowa team has been using the hashtag #ISpyIowa to document their travels across the Hawkeye State as they canvassed phone banked and organized to help Hillary Clinton win the Iowa caucus,482,709
2,There is nothing more beautiful than engaging with purpose organizing with heart and winning every single day,1045,1154
3,But when they were done taking in the view Team Iowa got to work—wherever they could find a spot,1479,1575
4,And when they did get an office a Hillary supporter who lived in the neighborhood helped them furnish it,1893,1997
5,"""But that didnt keep them from working outside—the Iowa summer is just too beautiful for organizers to stay indoors!"" Plus they had to start knocking on doors and collecting commit cards",2278,2464
6,The election was only eight months away! Thankfully thousands of people came on board to help Hillary win in Iowa,2758,2871
7,Some animals even got in on the fun! The Hillary for Iowa crew worked hard ? ?? but they played hard too,3153,3257
8,?And at some events like the Iowa State Fair they got to do both at the same time,3509,3590
9,And as the leaves began to change ? ?? and snow started falling ? ? Hillary for Iowa never lost the excitement of those summer days,3841,3972
10,"""And on the night before the Iowa caucus they couldnt resist capturing one last Iowa sunset—and one last canvass."" This tweet says it best",4297,4435
11,See all of the tweets by checking out the   hashtag (or clicking  !) ,4826,4891
