,sentence,start,end
0,Thank you for the opportunity to speak to you and thank you to the Center for National Interest for honoring me with this invitation,0,132
1,It truly is a great honor,550,575
2,I’d like to talk today about how to develop a new foreign policy direction for our country one that replaces randomness with purpose ideology with strategy and chaos with peace,951,1127
3,It’s time to shake the rust off America’s foreign policy,1435,1491
4,It’s time to invite new voices and new visions into the fold something we have to do,1843,1927
5,The direction I will outline today will also return us to a timeless principle,2259,2337
6,My foreign policy will always put the interests of the American people and American security above all else,2651,2758
7,Has to be first has to be,3096,3121
8,That will be the foundation of every single decision that I will make,3480,3549
9,America – thank you,3908,3927
10, Applause  America first will be the major and overriding theme of my administration,4269,4351
11,But to chart our path forward we must first briefly take a look back,4668,4736
12,We have a lot to be proud of,5074,5102
13,In the 1940s we saved the world,5468,5499
14,The greatest generation beat back the Nazis and Japanese imperialists,5853,5922
15,Then we saved the world again,6282,6311
16,This time from totalitarianism and communism,6680,6724
17,The Cold War it lasted for decades but guess what we won and we won big,7092,7163
18,Democrats and Republicans working together got Mr,7532,7581
19,Gorbachev to heed the words of President Reagan our great president when he said “Tear down this wall.”  Applause History will not forget what he did,7922,8070
20,Very special special man and president,8416,8454
21,Unfortunately after the Cold War our foreign policy veered badly off course,8810,8885
22,We failed to develop a new vision for a new time,9227,9275
23,In fact as time went on our foreign policy began to make less and less sense,9622,9698
24,Logic was replaced with foolishness and arrogance which led to one foreign policy disaster after another,10007,10111
25,They just kept coming and coming,10453,10485
26,We went from mistakes in Iraq to Egypt to Libya to President Obama’s line in the sand in Syria,10826,10920
27,Each of these actions have helped to throw the region into chaos and gave ISIS the space it needs to grow and prosper,11197,11314
28,Very bad,11645,11653
29,It all began with a dangerous idea that we could make western democracies out of countries that had no experience or interest in becoming a western democracy,11981,12138
30,We tore up what institutions they had and then were surprised at what we unleashed,12460,12542
31,Civil war religious fanaticism thousands of Americans and just killed lives lives lives wasted,12909,13003
32,Horribly wasted,13384,13399
33,Many trillions of dollars were lost as a result,13808,13855
34,The vacuum was created that ISIS would fill,14233,14276
35,Iran too would rush in and fill that void much to their really unjust enrichment,14637,14717
36,They have benefited so much so sadly for us,15056,15099
