,sentence,start,end
0,"""Make no mistake Donald Trump has called for a deportation force that would tear families apart and deport millions",0,115
1,Trump may try to mask his policies but hes made clear that immigrants and Latinos have no place in his vision of America,573,693
2,"""Hillary Clinton has a plan to keep families together and has spoken out against large-scale raids",1075,1173
3,"She will expand and protect the presidents executive actions and has vowed to introduce comprehensive immigration reform in her first hundred days while Trump has promised to conduct mass deportations and repeal the executive actions on DACA and DAPA.""  BRZEZINSKI: ""How do you deport 12 million? How do you deport 12 million illegal immigrants?"" TRUMP: ""You do it",1416,1779
4,You do it,2041,2050
5,Because theyre here illegally you do it,2440,2479
6,Now remember this,2858,2875
7,In 1952 Dwight Eisenhower who was a nice man right I mean whether people like him dont like him people thought of him as – remember the expression I like Ike – like mines Make America great again,3159,3354
8,I still like that one better,3610,3638
9,We could go I like Donald but it doesnt work right? But I like Ike,3960,4026
10,That was his expression,4358,4381
11,Dwight Eisenhower sent millions of people - a million and a half at a minimum people out illegal immigrants,4706,4813
12,He sent them out,5132,5148
13,And by the way brought them out brought them to the border let them go they came back,5465,5550
14,Let them go again they came back,5849,5881
15,Let them go a third time they came back,6221,6260
16,"The fourth time he moved them all the way south then they came back again."" Morning Joe MSNBC 11/11/15  TODD: So youre going to split up families? … Youre going to deport children—"" TRUMP: ""Chuck",6533,6727
17,No no,7038,7043
18,Were going to keep the families together,7416,7456
19,"We have to keep the families together."" TODD: ""But youre going to keep them together out—"" TRUMP: ""But they have to go",7771,7889
20,But they have to go,8204,8223
21,… They have to go,8582,8599
22,"Chuck we either have a country or we dont have a country."" Meet The Press NBC 8/16/15  TRUMP: ""Well first of all its not only deportation",8886,9022
23,Its building a wall and I mean a real wall,9306,9348
24,Mexico will pay for the wall,9690,9718
25,Most politicians wouldnt understand how you go about doing that,10064,10127
26,It will happen,10493,10507
27,Its basically quite simple,10875,10901
28,But its going to be done in a very humane fashion,11246,11295
29,People will have to go out they are illegal immigrants they came in illegally,11627,11704
30,They have to go out and they have to come back legally,12029,12083
31,"Bret there will be a deportation and hopefully theyll be able to come back into the country."" Special Report with Bret Baier Fox News 11/12/15  TODD: ""Youll rescind that one too? Youll rescind the Dream Act executive order the DACA?"" TRUMP: ""We have to make a whole new set of standards",12317,12602
32,"And when people come in they have to come in–"" TODD: ""Youre going to split up families",12824,12910
33,"Youre going to deport children?"" TRUMP: ""Chuck – no no",13240,13294
34,No were going to keep the families together,13637,13680
35,"We have to keep the families together."" TODD: ""But youre going to kick them out?"" TRUMP: ""They have to go."" Meet The Press NBC 8/16/15  ""But still tell me the how",13971,14132
36,Are you going to have a massive deportation force? Brzezinski asked,14447,14514
37,"Trump responded affirmatively: Youre going to have a deportation force and youre going to do it humanely and youre going to bring the country — and frankly the people because you have some excellent wonderful people some fantastic people that have been here for a long period of time."" Washington Post   ""Remember Trump said in a gross mischaracterization of undocumented immigrants half of them are criminals."" Yahoo News    TRUMP: ""When Mexico sends its people theyre not sending their best",14683,15170
38,Theyre not sending you,15386,15408
39,Theyre not sending you,15876,15898
40,Theyre sending people that have lots of problems and theyre bringing those problems with us,16349,16440
41,Theyre bringing drugs,16879,16900
42,Theyre bringing crime,17365,17386
43,"Theyre rapists."" Trump Presidential Announcement Speech New York NY 6/16/15 @realDonaldTrump Twitter    BURNETT: ""So you absolutely wouldnt change it and specifically when you said they are rapists and some I assume are good people",17753,17981
44,"But you dont have any regret about that."" TRUMP: ""Well some are",18292,18355
45,Some are good some are rapists and some are killers,18696,18747
46,And we dont even know what were getting,19086,19125
47,And they arent just coming from Mexico,19490,19528
48,They are coming from all over,19903,19932
49,So certainly you know thats true,20301,20333
50,"And from a common sense standpoint you know thats true."" Erin Burnett OutFront CNN 6/25/15  TAPPER: ""And I think that what theyre objecting to is the idea that of the 11 million undocumented workers illegal immigrants whatever you want to call them in this country that youre painting them with a very broad brush rapists criminals when thats probably a very small percentage."" TRUMP: ""No no",20552,20942
51,Well I dont think its a small percentage,21162,21202
52,Its a lot,21588,21597
53,But its not Mexicans necessarily,22011,22043
54,"Theyre coming from all over."" State Of The Union CNN 6/28/15  HUNT: ""In your speech today you said that quote Some rapists are coming across the border with Mexico."" TRUMP: ""Absolutely."" HUNT: ""What did you mean by that?"" TRUMP: ""Well you have rapist",22334,22583
55,Theyre sending us not their finest people,22878,22919
56,Theyre sending us people and its people other than from Mexico also,23296,23363
57,We have drug dealers coming across we have rapists we have killers we have murderers,23688,23772
58,Why? Do you think theyre going to send us – I mean its common sense,24132,24199
59,"Do you think theyre going to send us their best people and their finest people? The answer is no."" Politics Nation MSNBC 6/17/15 ",24608,24736
