,sentence,start,end
0,"""Todays deadlocked decision from the Supreme Court is unacceptable and shows us all just how high the stakes are in this election",0,129
1,As I have consistently said I believe that President Obama acted well within his constitutional and legal authority in issuing the DAPA and DACA executive actions,606,768
2,These are our friends and family members; neighbors and classmates; DREAMers and parents of Americans and lawful permanent residents,1129,1261
3,They enrich our communities and contribute to our economy every day,1645,1712
4,We should be doing everything possible under the law to provide them relief from the specter of deportation,2093,2200
5,"""Todays decision by the Supreme Court is purely procedural and casts no doubt on the fact that DAPA and DACA are entirely within the Presidents legal authority",2509,2668
6,But in addition to throwing millions of families across our country into a state of uncertainty this decision reminds us how much damage Senate Republicans are doing by refusing to consider President Obamas nominee to fill the vacancy on the Supreme Court,2904,3159
7,Our families and our country need and deserve a full bench and Senate Republicans need to stop playing political games with our democracy and give Judge Merrick Garland a fair hearing and vote,3381,3573
8,"""This decision is also a stark reminder of the harm Donald Trump would do to our families our communities and our country",3843,3964
9,Trump has pledged to repeal President Obamas executive actions on his first day in office,4292,4381
10,He has called Mexican immigrants rapists and murderers,4752,4806
11,"He has called for creating a deportation force"" to tear 11 million people away from their families and their homes",5177,5291
12,"""I believe we are stronger together",5644,5679
13,When we embrace immigrants not denigrate them,6073,6118
14,When we build bridges not walls,6504,6535
15,That is why as president I will continue to defend DAPA and DACA and do everything possible under the law to go further to protect families,6867,7006
16,It is also why I will introduce comprehensive immigration reform with a path to citizenship within my first 100 days,7420,7536
17,"Because when families are strong—America is strong."" ",7977,8029
