,sentence,start,end
0,Congressman Blake Farenthold (R-TX-27) today formally endorsed presumptive Republican Presidential Nominee Donald J,0,115
1,Trump,599,604
2,Although originally a supporter of fellow Texan Senator Ted Cruz Congressman Farenthold says the time for contentious debate has passed and it is now time for the Republican Party to unify around its duly elected nominee,1088,1308
3,"""I think were going to see some conservative motion in the country"" said Farenthold on MSNBC in May",1614,1713
4,"""The thing Im really most excited about is Donald Trump is a deal maker",2019,2090
5,I spent my six years in Congress with a my way or the highway president,2395,2466
6,I want a dealmaker who will come in and will get some stuff done and I think thats what the American people want,2762,2874
7,"Theyre tired of gridlock in Washington."" Farenthold said he believes Donald Trump should not stop talking about the scandals that have plagued the campaign of presumptive Democrat nominee Hillary Clinton",3157,3360
8,"""Given the choice between Mr",3717,3745
9,Trump and Secretary Clinton this is a no-brainer,4170,4218
10,"I dont want someone in the oval office that is extremely careless"" Farenthold said",4609,4691
11,"Farenthold took office in 2010 during the ""Tea Party"" wave that saw the Republican Party take over the leadership of the House of Representatives",5032,5177
12,He defeated 28-year incumbent Solomon Ortiz in a predominately Hispanic congressional district,5527,5621
13,He has been re-elected in 2012 and 2014 by a 52% and 56% majority respectively,6110,6188
14,Farenthold serves on the Transportation Committee Oversight and Government Reform Committee and the Committee on the Judiciary,6687,6813
