,sentence,start,end
0,Today Donald J,0,14
1,Trump received the endorsement of Jeff DeWit State Treasurer of Arizona,491,562
2,DeWit is a well-respected Republican leader in Arizona where he was first elected in 2014,1039,1128
3,In addition to Mr,1605,1622
4,DeWit Mr,2099,2107
5,Trump received the endorsement of seven other community leaders including the former State Attorney General and NRA President Bob Corbin former State Senator Lori Klein Corbin former State Senator Senator President Pro Tempore and House Majority Whip Robert Blendu former Arizona State Republican Chairman Tom Morrissey former Maricopa Country Republican Chairman Lyle Tuttle former National Committeewoman Lori Urban and former State Treasurer of Arizona former Arizona State Senator and former Yavapai County Supervisor Carol Springer,2380,2916
6,Mr,3196,3198
7,"Trump stated ""Jeff is a terrific guy",3661,3697
8,"He has been supportive of my campaign since the very beginning and it is a honor to receive the endorsement of such an intelligent high quality individual committed to my vision to Make America Great Again!"" Mr",4013,4223
9,Trump has campaigned in Arizona on two occasions,4529,4577
10,His first rally in Phoenix where he spoke about illegal immigration was attended by thousands and he most recently Mr,4940,5057
11,Trump visited Mesa Arizona for a campaign event with more than 12000 people in attendance,5392,5481
12,He continues to dominate all Arizona state polls and lead by wide double digit margins in all national polls,5840,5948
13,"Treasurer DeWit added ""Our countrys political elite have forgotten that this country was built with grit and hard work and dont seem to understand the economic ramifications of the laws they pass",6249,6444
14,As a businessman turned State Treasurer I am a big believer that we cannot rely on politicians to put our country back on the path to prosperity,6698,6842
15,We need a conservative political outsider with financial savvy and success who understands what it means to build a business make payroll and flourish during tough times,7122,7291
16,America is fortunate to have this and more in Mr,7612,7660
17,Donald J,8035,8043
18,"Trump."" DeWit continued ""As someone who has spent one on one time with him I can tell you that Mr",8375,8472
19,Trump is one of the smartest and quickest minds of our time,8784,8843
20,His business success is extraordinary,9205,9242
21,His passion for America our veterans and protecting our freedoms is inspiring,9596,9673
22,But what may be his most admirable quality is his willingness to give back and serve our country and fight to see that our children and our grandchildren will have the same opportunities to live work and raise a family in the greatest country ever known to man the USA,9920,10188
23,I have been proud to stand with Mr,10427,10461
24,Trump since before his campaign for President was announced and in every step along the way and I am excited to now serve as his campaign Chairman in Arizona to ensure victory in 2016,10735,10918
25,"Together lets Make America Great Again!"" In addition to these key endorsements the Trump campaign has expanded its Arizona operation with new hire Thayer Verschoor Former State Senator Senate Majority Leader Senate Pro Tempore who will serve as Deputy State Director under Arizona State Director Charles Munoz",11200,11509
