,sentence,start,end
0,Today Donald J,0,14
1,Trump unveiled his latest campaign ad aimed at Senator Ted Cruz and focused on illegal immigration which Mr,464,571
2,Trump has brought to the forefront of this election and made a cornerstone of his campaign,1021,1111
3,Mr,1561,1563
4,"Trump began his campaign focused on this issue which has resonated with the American people and he has maintained his strong stance releasing detailed policies to address this issue posing a threat to Americas national security and economic growth."" Mr",1890,2142
5,"Trump stated ""Ted Cruz is a total hypocrite and until recently a Canadian citizen who may not even have a legal right to run for President",2394,2532
6,He didnt disclose loans pretending hes Robin Hood when hes just another all talk no action politician,2828,2929
7,Had I not brought up the subject of illegal immigration an issue which Ted Cruz is very weak on nobody would even be talking about it,3214,3347
8,"I will build a great wall and Mexico will pay for it."" The footage captures Senator Cruz in a confused state unable to answer simple policy questions as he contemplates his position advice from his pollsters donors and the special interests who control him",3549,3805
9,The only special interest Mr,4101,4129
10,Trump is beholden to is the American people and he is the only candidate that will stop illegal immigration and Make America Great Again,4475,4611
11,The ad will run on TV in Iowa New Hampshire and South Carolina,4924,4986
12,Mr,5363,5365
13,Trump continues to spend $2 million dollars per week on advertising,5751,5818
14,Mr,6200,6202
15,Trump continues to dominate all local and national polls including in Iowa where we are less than two weeks away from the Caucuses and the   shows Mr,6525,6672
16,Trump with an 11 point lead,7007,7034
17,Mr,7448,7450
18,"Trump was in Iowa earlier this week where he received the coveted endorsement of influential conservative Sarah Palin who previously endorsed Ted Cruz during his Senatorial bid and attributed his success to her support stating ""She picks winners."" Mr",7775,8025
19,Trump will return to Iowa over the weekend and several days next week ahead of the Iowa Caucus on February 1st,8412,8522
20,You can view the ad here:  ,8951,8976
