,sentence,start,end
0,"""Thank you",0,10
1,"Its wonderful to be here in Pennsylvania."" Great polls keep coming in",405,474
2,A brand new Rasmussen poll has us up 5 points nationwide,869,925
3,On November 8th we are going to win this state and we are going to win the White House,1320,1406
4,We are going to replace our failed and corrupt establishment with a new government that serves you your family and your country,1698,1825
5,At the center of our society is going to be a simple promise to every American: safety,2118,2204
6,We are going to Make America Safe Again,2539,2578
7,The rioting in our streets is a threat to all peaceful citizens,2942,3005
8,It must be ended,3382,3398
9,The main victims of these violent demonstrations are law-abiding African-Americans who live in these communities and only want to raise their children in peace,3748,3907
10,Who is looking out for them? For every one violent disruptor there are thousands of moms and dads in those same communities who just want their kids to be able to walk home safely from school,4180,4371
11,"""To all our citizens in all of our inner cities and all across the country I say these words to you tonight: Im with you and I will fight for you."" ""The job of a leader is to stand in someone elses shoes and see things from their perspective",4529,4770
12,Hillary Clinton calls people who dont support her deplorable and irredeemable,5017,5094
13,"I call anyone who doesnt support me an American citizen who is entitled to equal representation under the law."" I will be a President for all Americans and I will campaign for every last vote in every last community",5393,5608
14,I will extend my hand to every mayor in this country who wants to be a partner in making our cities safer for their citizens,5832,5956
15,But to do this we must work with our police – not against our police,6235,6303
16,Those peddling the narrative of cops as a racist force in our society – a narrative supported with a nod by my opponent – share directly in the responsibility for the unrest that is afflicting our country and hurting those who have the very least,6536,6782
17,Low-income African-Americans in these communities are the ones suffering in terms of lost jobs lost property values and lost lives,7031,7161
18,65 people have been shot in the city of Chicago alone since Friday,7495,7561
19,The problem is not that there are too many police,7925,7974
20,The problem is that there are not enough police,8335,8382
21,Police are entrusted with immense responsibility and we must do everything we can to ensure they are properly trained that they respect all members of the public and that any wrongdoing is always vigorously addressed,8684,8900
22,But our men and women in blue also need our support our thanks and our gratitude,9168,9248
23,They are the line separating civilization from chaos,9603,9655
24,"""Hillary Clinton does not have to worry about the sirens and the gunshots at night",10001,10083
25,"No its the poor family living in the inner city – its the mother who feels like a refugee in her own country."" Who is there to represent these families? ""Hillary Clinton doesnt want to hear their voices",10344,10546
26,So I will be their voice and I will be a voice for all of the forgotten Americans in this country,10782,10879
27,"People who just want a secure community for their families good schools for the kids and a good-paying job to support their loved ones."" We will bring security to our African-American communities and to our Latino communities",11124,11349
28,We will also bring school choice and new prosperity,11663,11714
29,"""Democrats have run our inner cities for more than half a century",12078,12143
30,"Its time for change – its time for a New American Future."" My economic agenda can be summed up in three very beautiful words: jobs jobs jobs",12447,12587
31,"My opponent likes to say that for decades she has been ""fighting for women."" That she has been ""fighting for children."" Why then are 70 million American women and children living in poverty or on the brink of poverty? Why has she provided no relief for the millions of Americans in search of affordable reliable quality childcare? You know the old saying ""Watch what I do not what I say."" At the Trump Organization and in my campaign for President women occupy some of the highest positions",12691,13181
32,I have employed thousands of women in my company,13333,13381
33,Women of different backgrounds,13756,13786
34,Women of many talents,14183,14204
35,And just last week here in Pennsylvania I was joined by my daughter Ivanka and I laid out my plan for childcare and eldercare,14548,14673
36,We have also talked about improving education and I will talk about it more tonight,14989,15072
37,A first-class public school education as well as options for alternatives through charter schools school choice and homeschooling is a right not a privilege,15397,15553
38,The opportunity to attend a two or four-year college or to pursue a trade or a skill set through vocational and technical education should be easier to access pay for and finish,15832,16009
39,Education is the bedrock of our society,16340,16379
40,Women also value security,16785,16810
41,They want a Commander-in-Chief that will defeat radical Islamic terrorism and protect our borders,17206,17303
42,As I campaign across this country I hear so many stories and pleas from women especially about drug addiction and opioid use,17647,17771
43,They are doing their best in their communities and for their families to provide a safe and nurturing environment,18096,18209
44,But even the best-laid plans cannot always protect our youth and increasingly many adults from the scourge of drugs,18551,18666
45,We lose thousands of our fellow Americans every year to opioid use,19011,19077
46,I will stop the drug inflow from our borders,19448,19492
47,These drugs come over the border and make their way into our urban and rural communities and into our suburbs,19827,19936
48,This must change,20298,20314
49,Every change starts with a conversation,20708,20747
50,Together we will have this conversation,21139,21178
51,And we will make this change,21574,21602
52,The changes will start immediately,22013,22047
53,On my first day in office I am going to immediately begin lifting all regulations that are hurting our workers and our businesses,22416,22545
54,This will unleash a technology revolution,22895,22936
55,America will become the best place to innovate and to invest in the future,23309,23383
56,The next great American invention the next great improvement to our lives is right around the corner,23722,23822
57,All we have to do is remove the red tape,24152,24192
58,"""Our plan includes one of the biggest tax reforms in American history",24529,24598
59,"Its going to include a 15% tax rate for all businesses small and large making our country a magnet for new jobs."" We are going to unleash an American Energy Revolution",24878,25045
60,Oil coal natural gas shale energy and renewables,25349,25397
61,This will add at least half a million new jobs every single year,25738,25802
62,But to be a prosperous nation we need to be a country that makes and builds things in our own country,26113,26214
63,That is why I will direct the Department of Commerce to identify every single violation of our trading rules by our foreign competitors,26500,26635
64,We will apply every lawful remedy to end these trade abuses,26966,27025
65,Steel jobs and all manufacturing jobs will be returning to Pennsylvania in a very big way,27399,27488
66,Your state has lost one-third of your manufacturing jobs since NAFTA and one-fourth of your manufacturing jobs since China joined the World Trade Organization,27819,27977
67,These were both Bill Clinton deals backed by Hillary Clinton,28332,28392
68,The Clintons robbed Pennsylvania stole your jobs and shipped them to other countries – we are going to bring them back,28751,28869
69,Jobs will come flowing back in all over America,29203,29250
70,"""It used to be that cars were made in Flint and you couldnt drink the water in Mexico",29565,29650
71,"Today the cars are made in Mexico and you cant drink the water in Flint."" ""Were going to turn it all around."" ""Theres a reason the hedge fund managers are all donating to Hillary Clintons campaign – and not mine",29875,30086
72,"Everybody getting rich off the rigged system and who wants nothing to change are throwing their money at Hillary Clinton."" My campaign is powered by my own money and by small dollar donations from everyday patriotic citizens",30300,30524
73,95% of our donors are small dollar donations,30825,30869
74,Every dollar helps us deliver your country back to you – visit DonaldJTrump.com to find out how you can help our movement,31199,31320
75,"""Let me tell you what else were going to do."" One of the biggest problems facing young people and families today is the cost of college education",31596,31741
76,The cost of college has increased by over 500% since 1973,32041,32098
77,"""But what a lot of people dont know is that universities get massive tax breaks for their massive endowments",32457,32565
78,"These huge multi-billion dollar endowments are tax-free but too many of these universities dont use the money to help with tuition and student debt."" ""Instead these universities use the money to pay their administrators or put donors names on buildings or just store the money away",32838,33119
79,"In fact many universities spend more on private equity fund managers than tuition programs."" But they should be using the money on the students – for tuition for student life and for student housing",33330,33528
80,On top of that the federal government spends over $70 billion in higher education every year plus another $130 billion on federal loans,33799,33934
81,"""Here again the universities dont use the money to reduce the price of college – but to increase it."" ""We have to break this cycle",34221,34351
82,"Im going to work with Congress on reforms to make sure that if universities want access to all of these special federal tax breaks and tax dollars – paid for by you – that they are making a good faith effort to reduce the cost of college and student debt and to spend their endowments on their own students."" Another major issue for all American families is healthcare",34504,34872
83,President Obama promised Obamacare would reduce the cost of healthcare by $2500 dollars,35079,35166
84,Instead the opposite happened – the cost of healthcare has increased nearly $5000 dollars during that time,35535,35641
85,Just one more Washington lie – like the lie that if you like your doctor you can keep your doctor,35952,36049
86,"""Its a disaster."" That is why on my first day I am going to ask Congress to immediately send me a bill to repeal and replace disastrous Obamacare",36301,36446
87,We are going to replace government-run Obamacare with reforms that put patients first,36774,36859
88,These reforms include expanding access to popular Healthcare Savings Accounts empowering Americans to shop for the insurance of their choice across state lines and block granting Medicaid to the states so they can design innovative solutions to best serve our most vulnerable citizens,37180,37464
89,Hillary Clinton on the other hand wants to give Obamacare to illegal immigrants and wants a total government takeover of healthcare,37727,37858
90,Her plan also gives Social Security and Medicare to illegal immigrants by making them citizens – bankrupting these programs for Americans,38212,38349
91,"""She doesnt understand how Democracy works",38734,38776
92,Public servants are just that – theyre there to serve you,39204,39261
93,"But the only people Hillary Clinton has ever served are the special interests."" ""Our campaign is about breaking-up the special interest monopoly in Washington D.C",39628,39790
94,"Were trying to disrupt the collusion between the wealthy donors the large corporations and the media executives."" ""Theyre all part of the same political establishment",40121,40287
95,They go to the same restaurants they attend the same conferences they have the same friends and connections,40619,40726
96,"They all support the same ideology of globalism that makes them rich while shipping your jobs your factories and your wealth to other countries."" I am not running to be President of the World",41022,41213
97,I am running to be President of the United States,41496,41545
98,I Am For America – and America First,41902,41938
99,Together we will rebuild this country beyond our greatest dreams,42288,42352
100,Government will start working again,42726,42761
101,Fixing things is what I do,43143,43169
102,Just look at my projects in New York where I turned rundown spaces into new centers of business activity and opportunity – where others saw only problems I saw only potential,43495,43669
103,We turned empty lots into homes offices and living memories for thousands of workers and families,43958,44055
104,"""Thats what I want to do for our country – I want to go into the neglected neighborhoods the failing schools the forgotten stretches of this nation and unlock their potential for all of our people."" ""Ive made a living for years looking at unused spaces and imagining what they could be",44287,44572
105,"Politicians look at blighted neighborhoods and offer only excuses – I look at those same neighborhoods and offer solutions."" ""We spend so much time thinking about how things used to be weve stopped thinking about how great things could be – all we have to do is tune out the doubters the cynics and the naysayers."" ""We are a nation of strivers dreamers and believers – and thats the spirit that will carry us to victory in November and to great victories as a nation."" ""Its that same spirit of resilience I have seen visiting the flood-ravaged towns in Louisiana or meeting with the incredible but hard-hit people in cities and towns like Flint Michigan."" ""Its that spirit of strength we will need to start winning again as a country."" But that means you need to show up and vote on November 8th",44436,45231
106,You have to knock on doors,45232,45258
107,You have to pick up that phone,45584,45614
108,Go to our website to learn more,45938,45969
109,You have to campaign on the streets,46294,46329
110,Spread the love that we have in this room to the people of our country,46634,46704
111,To beat the system you have to lift your voice pound the pavement and get out the vote,46982,47068
112,You have 46 days to change the world,47372,47408
113,You have 46 days to make possible every dream you ever dreamed of for your country,47730,47812
114,You have one magnificent chance to deliver justice for every forgotten man woman and child in this nation,48116,48221
