,sentence,start,end
0,Today Donald J,0,14
1,Trump announced Governor Chris Christie (R-NJ) will serve as Transition Team Chairman,503,588
2,Mr,1077,1079
3,Trump is the presumptive Presidential nominee for the Republican Party and continues to take critical steps to gear up for the general election against potential Democratic nominee Hillary Clinton or whoever,1568,1775
4,Mr,2197,2199
5,"Trump stated ""Governor Christie is an extremely knowledgeable and loyal person with the tools and resources to put together an unparalleled Transition Team one that will be prepared to take over the White House when we win in November",2541,2775
6,"I am grateful to Governor Christie for his contributions to this movement."" Governor Chris Christie will serve as Transition Team Chairman overseeing an extensive team of professionals preparing to take over the White House and all that entails in the fall",2974,3230
7,Governor Christie has been a loyal supporter and confidant to Mr,3526,3590
8,Trump and the campaign,3988,4010
9,He has been entrusted to oversee this important task with the goal to implement this team in an official capacity in November,4353,4478
10,"Governor Christie said ""I am honored by the confidence being placed in me by Mr",4789,4868
11,"Trump and look forward to putting together a first rate team to assemble an administration to help best serve the President-elect and the nation."" Mr",5191,5340
12,Trump has begun shifting towards a general election strategy and implementing an infrastructure capable of securing a victory including making key hires building a finance operation to benefit the Republican Party and unifying the party by working with several Republican leaders now voicing their support for Mr,5602,5914
13,Trump and his candidacy,6399,6422
14,"All press inquiries should be directed to: ""nGovernor Chris Christies Office: 609-777-2600"" ",6929,7020
