,sentence,start,end
0,"""The Supreme Courts decision in Whole Womans Health v",0,53
1,Hellerstedt is a victory for women across America,517,566
2,By striking down politically motivated restrictions that made it nearly impossible for Texans to exercise their full reproductive rights the Court upheld every womans right to safe legal abortion no matter where she lives,1030,1251
3,"""I applaud everyone who flooded the Texas Capitol to speak out against these attacks on womens health the brave women and men across the country who shared their stories and the health care providers who fought for their patients and refused to give up",1474,1726
4,"""Our fight is far from over",2005,2032
5,In Texas and across the country a womans constitutional right to make her own health decisions is under attack,2393,2503
6,In the first three months of 2016 states introduced more than 400 measures restricting access to abortion,2836,2941
7,Weve seen a concerted persistent attack on womens health and rights at the federal level,3302,3390
8,Meanwhile Donald Trump has said women should be punished for having abortions,3771,3848
9,He also pledged to defund Planned Parenthood and appoint Supreme Court justices who would overturn Roe v,4201,4305
10,Wade,4693,4697
11,"""Todays decision is a reminder of how much is at stake in this election",5090,5161
12,We need a President who will defend womens health and rights and appoint Supreme Court justices who recognize Roe v,5515,5630
13,Wade as settled law,6048,6067
14,"We must continue to protect access to safe and legal abortion – not just on paper but in reality."" ",6485,6583
