,sentence,start,end
0,"""And shes just getting started."" ""Advancing the rights of women and girls has been a central cause of Hillary Clintons life—and shell continue that fight as president."" 1",0,170
1,Leading the U.S,634,649
2,delegation to the U.N,1113,1134
3,"Fourth World Conference on Women in Beijing then-First Lady Hillary Clinton proudly declared that ""womens rights are human rights."" She called out human rights abuses by the Chinese government against women and girls helped to cast a global spotlight on gender-based violence and issued a call to action heard around the world",1450,1776
4,As first lady she worked to increase funding for child care and she fought for family leave for new parents and families caring for a sick loved one,1962,2110
5,"""3",2431,2433
6,"As senator from New York she and Senator Patty Murray of Washington waged a fight to protect womens health and make emergency contraception available over the counter."" ""4",2792,2963
7,"She championed the Paycheck Fairness Act and co-sponsored the Lilly Ledbetter Fair Pay Act to help ensure equal pay for womens work."" 5",3261,3396
8,And she proposed national paid sick leave as well as paid parental leave to all federal employees,3729,3826
9,"""6",4230,4232
10,"As secretary of state she championed programs to advance womens economic participation address gender-based violence and elevate the status of women and girls around the world."" ""7",4614,4794
11,She created the role of ambassador-at-large for global womens issues to ensure womens rights would be a core priority of U.S,5120,5244
12,"foreign policy."" 8",5637,5655
13,She spearheaded a U.N,6126,6147
14,resolution to fight against sexual assault in conflict zones,6627,6687
15,  9,7167,7168
16,Along with advancing gender equality abroad she championed the needs of women and families within the State Department by instituting family-friendly work policies,7648,7811
