,sentence,start,end
0,The stakes are higher than you might realize,0,44
1,"""President Obama recently announced that hes going to take executive action to strengthen background checks and make it harder for dealers to sell guns to criminals",472,636
2,Thats a commonsense step,1064,1088
3,"And with more than 33000 deaths from gun violence each year its a badly needed one."" ""A year from now a new president is going to walk into the Oval Office—and they can either keep working to prevent gun violence in America or rip away the progress that President Obama has made",1344,1622
4,"And its not just gun violence prevention measures that are at stake—here are eight other things at risk of being ripped away if our next president is a Republican."" n ""In the absence of congressional action President Obama has used executive authority to tackle the urgent threat of climate change",1751,2048
5,He announced the first-ever limits on the amount of carbon pollution emitted from power plants,2311,2405
6,And his leadership made the the new international climate agreement in Paris possible,2799,2884
7,Not only would the United States commitment to cutting emissions be at risk if a Republican climate denier gets elected president—but the entire agreement could fall apart without active U.S,3230,3420
8,"leadership and participation."" n When Congress failed to pass both the DREAM Act and a comprehensive immigration reform bill President Obama took executive action to let DREAMers (undocumented immigrants who entered the United States as children) and parents of U.S",3682,3947
9,citizens and lawful permanent residents remain in the United States,4267,4334
10,These executive actions known as DACA and DAPA would keep millions of families together—and every leading Republican presidential candidate wants to end them,4713,4870
11,"n ""Nearly 5 million new American workers are set to receive overtime pay thanks to new rules that guarantees overtime pay to most salaried workers earning less than an estimated $50440",5178,5362
12,"Thats a significant increase from the previous salary threshold of $23660—a salary thats below the poverty threshold for a family of four."" n ""A historic nuclear deal will prevent Iran from ever obtaining a nuclear weapon—yet many Republican candidates have boasted theyll tear it up a year into implementation",5590,5900
13,A Republican president would set us down the very path weve worked hard to avoid,6161,6241
14,"Iran would be poised to get nearly everything it wants without giving up a thing: No restrictions on their nuclear program no real warning if Tehran suddenly rushes toward building a bomb and no more economic consequences—because the international economic sanctions would fall apart along with the nuclear deal."" ""Hillary understands thats not leadership—its recklessness."" n As millions of Americans can personally attest student debt and the high cost of college are holding too many people back",6418,6916
15,Thats why President Obama acted to help millions of borrowers with direct student loans from the federal government by allowing them to cap their monthly payments at 10 percent of their income,7034,7226
16,"And the Department of Education is currently changing its regulations to make a ""pay as you earn"" plan broadly available within the next year—which would benefit millions more",7496,7671
17,We need to do more to help students and their families afford higher education—not undo these important steps while the cost of college skyrockets,7965,8111
18,"n ""Marriage equality was a historic victory—but the fight for full equality for LGBT Americans isnt finished",8463,8571
19,President Obama has used executive authority to protect employment housing and health care for LGBT Americans—from adding gender identity to the federal anti-discrimination policy to prohibiting discrimination on the basis of sexual orientation and gender identity in all federally funded housing programs,8896,9201
20,"And if you think a Republican president would maintain this progress remember this: Every Republican running for president opposed the Supreme Court decision affirming marriage equality."" n ""President Obama used an executive order to establish diplomatic relations with Cuba change travel policies and provide more opportunity and training for Cubas growing private sector",9391,9763
21,"But most Republican candidates for president would go back to a failed policy of the past that limits Cuban Americans ability to travel to Cuba and support their family and friends and blocks American businesses that could help free enterprise take root on Cuban soil—a strategic error for the United States and a tragedy for millions of Cubans."" n President Obama has signed executive orders raising wages strengthening equal pay laws and requiring paid sick leave for federal contractors which will give 300000 American workers up to seven days of paid sick leave each year",9766,10341
22,Unlike the Republican candidates running for president Hillary will defend these actions—because she believes that raising incomes is the economic challenge of our time,10609,10777
