,sentence,start,end
0,""" Were joined now by his ""  opponent former Secretary of State Hillary Clinton",0,77
1,She joins us now from Manchester as well,454,494
2,Madam Secretary thank you for joining us this morning,871,924
3,"So you have had your own turn on ""Saturday Night Live."" How did he do? "" Well I didnt get to see it but its always a fun experience",1265,1396
4,Im sure he did great,1666,1686
5,You know its a wonderful forum,1994,2024
6,Its a crash course in trying to figure out how to do live TV,2317,2377
7,"And I had a great time doing it."" "" We also had of course the Republican debate last night here at St",2646,2747
8,Anselms,3055,3062
9,And Marco Rubio called you out on the issue of abortion,3401,3456
10,"Take a look.""   "" Why doesnt the media ask Hillary Clinton why she believes that all abortions should be legal even on the due date of that unborn child? Why dont they ask Hillary Clinton why she believes that partial birth abortion which is a gruesome procedure that has been outlawed in this country she thinks thats a fundamental right",3656,3992
11,"They are the extremists when it comes to the issue of abortion and I cant wait to expose them in a general election.""    Are you going to get exposed in a general election?  You know George I — its really quite sad to see what Senator Rubio is becoming in this campaign",4098,4363
12,Everybody understands that he is diving as far right as he possibly can,4590,4661
13,You know Ive been on record for many years about where I stand on abortion how it should be safe and legal and I have the same position that Ive had for a very long time,4918,5087
14,"But whats really going on here is an effort by the Republicans to keep pushing as far as they can to overturn ""Roe v",5297,5413
15,"Wade"" to defund Planned Parenthood to make accusations and attacks that are really extreme..",5691,5783
16, But are there any..,6124,6143
17, — and I — I think the Amer..,6495,6523
18," — restrictions you would accept on late-term abortions? "" Well you know Ive been on the record on this for a long time",6830,6948
19,You know I think that the life and health of the mother obviously rape and incest have to be always taken into account,7217,7335
20,And you know when he raises the you know very very difficult issue of late-term abortion he conveniently overlooks the fact that there are medical reasons there are health-related reasons,7606,7793
21,Ive met women who have had to face this excruciating choice,8112,8171
22,This is not something that anyone that Ive ever met with enters into without the deepest thought the most careful consideration,8527,8654
23,And I remember at an event back in the 90s where you know we sat and talked with some of the women who had to make a very hard decision,8907,9042
24,"You know its — its just so unfortunate that politicians like Senator Rubio are trying to politicize these kinds of very difficult concerns.""  You..",9288,9434
25,""" And I dont think he should be allowed to get away with that."" "" You had your own debate with Bernie Sanders this week as well",9702,9829
26,And he challenged — you challenged him to come up with evidence that contributions from Wall Street ever influenced your positions,10100,10230
