,sentence,start,end
0,This is a huge deal for women across the state,0,46
1,"""Heres an incredible sentence: A federal judge has ruled that a mandate requiring abortion providers in Louisiana to have admitting privileges at hospitals within 30 miles of their clinics is unconstitutional."" ""Sound confusing? Thats because it was written by people who didnt want you to understand it",498,801
2,"But as someone who spent three years working for Planned Parenthood Gulf Coast take it from me—"" To put it in simpler terms:  There are more than 4.5 million people living in Louisiana",1034,1217
3,This mandate and similar restrictions in other states make it incredibly difficult for women (especially low-income women and women of color) to exercise their reproductive rights—and can make doing so a costly onerous thing to do,1460,1690
4,"""I am thrilled that the court has protected abortion access—especially in a state where womens rights are constantly being threatened",1986,2119
5,""" Laws like this are popping up all over the country all with one purpose: to eliminate access to safe and legal abortion or make a constitutional right a privilege only for those who can afford it",2398,2595
6,And this year the Supreme Court will rule on the constitutionality of a similar law in my home state of Texas that amounts to the biggest challenge to   in a generation,2820,2986
7,"""Thats one of the reasons I joined Hillary Clintons presidential campaign",3279,3352
8,""" We need someone who will not only stand up to attacks in Louisiana and across the country  Proudly stand with Planned Parenthood",3687,3816
9,Fight to bring this country into the 21st century with equal pay and paid leave,4136,4215
10,Get rid of laws like the Hyde Amendment once and for all and call out restrictions that disproportionately harm low-income women and women of color,4535,4682
11,In short: We need a president who gets it and who is in this fight alongside us,5098,5177
12,""" Louisiana lawmakers may have forgotten that—but thankfully a federal judge didnt."" ",5617,5701
