,sentence,start,end
0,Today Donald J,0,14
1,Trump is announcing that he is consolidating the functions related to the nomination process and assigning them to Convention Manager Paul Manafort,520,667
2,In this capacity Mr,1173,1192
3,Manafort will oversee manage and be responsible for all activities that pertain to Mr,1698,1783
4,"Trumps delegate process and the Cleveland Convention."" ""Working closely with Campaign Manager Corey R",2207,2308
5,Lewandowski and Deputy Campaign Manager Michael Glassner Mr,2735,2794
6,"Manafort will direct the campaigns activities in areas including delegate operations Washington DC outreach and the DC office opening next week."" Mr",3203,3351
7,"Trump stated ""My campaign continues to receive tremendous support from voters all across the country",3722,3822
8,We have won far more states far more delegates and millions more votes than any other candidate,4197,4292
9,The nomination process has reached a point that requires someone familiar with the complexities involved in the final stages,4655,4779
10,I am organizing these responsibilities under someone who has done this job successfully in many campaigns,5128,5233
11,This will allow the rest of my team to deal with the increasing needs of a national campaign for both the pre-Convention phase and most importantly the general election,5555,5723
12,"Paul is a well-respected expert in this regard and we are pleased to have him join the efforts to Make America Great Again."" Mr",5998,6125
13,"Manafort commented ""Securing the Republican nomination is an intricate series of steps that requires a comprehensive strategy",6454,6579
14,As part of the campaign team my job is to secure and protect Mr,6911,6974
15,Trumps nomination and that is what we will do,7335,7380
16,In this regard I will be working closely with Mr,7727,7775
17,Lewandowski and Mr,8132,8150
18,Glassner to ensure Mr,8514,8535
19,Trumps nomination,8900,8917
20,I am honored that he has allowed me to join him in this effort,9268,9330
21,Mr,9682,9684
22,Trump has created a historic campaign that has moved the American people,10051,10123
23,"He is on the verge of an incredible victory."" Mr",10464,10512
24,Trump will continue to expand his team as the national convention nears and he moves to consolidate his nomination,10857,10971
25,He is expected to announce several new hires and promotions within the campaign in the weeks ahead,11297,11395
26,Mr,11781,11783
27,Trump is currently campaigning in New York where he hosted a rally attended by several thousand last night and maintains substantial leads in all the polls with the most recent survey showing Mr,12180,12374
28,Trump with 52% support nearly thirty points ahead of his nearest competitor,12824,12899
