,sentence,start,end
0,"""Tomorrow we mark the date on which hundreds of thousands of Americans marched on Washington on behalf of human rights",0,118
1,Standing in front of the Lincoln Memorial Dr,578,622
2,Martin Luther King Jr,1082,1103
3,"uttered words now etched forever in our nations history: ""His call to action sparked the momentum needed to pass the Voting Rights Act – xa0knocking down legal barriers that had stood for generations and ensuring every American could exercise their constitutional right to vote",1460,1737
4,"""In 2016 weve come a long way since the days of Jim Crow",2004,2060
5,Yet too many Americans still face systemic racism and constant assaults on their franchise,2434,2524
6,Something is profoundly wrong when decades after Dr,2897,2948
7,King addressed the nation so many Americans still feel that their country values them less simply because of the color of their skin,3297,3429
8,"""Thats just one reason why the stakes in this election are unlike any we have faced before",3739,3829
9,Those brave men and women who marched and sat and bled for civil rights in America must not have done so in vain,4111,4223
10,"""As President Ill stand up to bluster and bigotry and fight back against efforts to restrict access to the ballot",4503,4616
11,Lets make it easier for people to vote not harder,4923,4972
12,Lets make sure every state has at least 20 days of in-person voting and no one ever has to wait more than 30 minutes to cast their ballot,5269,5406
13,And lets automatically register every American to vote on their 18th birthday,5700,5777
14,"""The power of American democracy comes from the fact that no one is left behind – no matter where they come from what they look like or who they love",6062,6211
15,Thats what I mean when I say that were stronger together,6508,6564
16,"""So today lets continue to be inspired by the self-evident truths that first united our nation and live up to what a young minister dreamed and declared fifty-three years ago."" ",6972,7148
