,sentence,start,end
0,Thank you,0,9
1,I am so thrilled to be back in Arizona,400,438
2,In 35 days we are going to win this state and we are going to win the White House,829,910
3,I am going to make America Rich again,1301,1338
4,I am going to end illegal immigration stop the massive inflow of refugees keep jobs from pouring out of our country renegotiate our disastrous trade deals and massively reduce taxes and regulations on our workers and our small businesses,1644,1881
5,My economic agenda is very simple: jobs jobs jobs,2182,2231
6,I want to send our best wishes to the great governor Mike Pence as he prepares for his debate tonight,2574,2675
7,The debate will be a contrast between our campaign of big ideas and bold solutions for tomorrow versus the small and petty Clinton campaign that is stuck in the past,2942,3107
8,We are change – she is four more years of Obama,3407,3454
9,"""Clinton cant talk about the real problems facing our country because shes the one who helped create all of our problems in the first place",3763,3902
10,"To hide her corruption she deleted 33000 emails after a congressional subpoena."" ""Hillary Clinton has been there for 30 years and hasnt fixed anything",4197,4347
11,In fact shes just made things worse – she failed upstate New York promising to create 200000 jobs but manufacturing is down almost 40 percent,4647,4788
12,She failed overseas unleashing death and destruction,5148,5200
13,"And she failed Latinos and African-Americans producing only more poverty in the inner cities."" ""Now after years of failure she complains about how Ive used the tax laws to my benefit",5545,5727
14,Then why didnt she ever try to change those laws so I could not have used them the way I did? She could have changed those laws when she was in the Senate,5936,6090
15,"The reason that she did not is that her donors and contributors have used those tax laws the same as I did."" ""I know all their names and I know who they are but its not up to me to make them public figures."" Two public Hillary supporters who are known are George Soros who declared losses of $1.5 billion in just six months and Warren Buffet who in 2014 declared losses of $873 million",6194,6579
16,I know how the tax code works better than anyone and I am going to fix it so it is fair and just and works for you and your family,6703,6833
17,"""Ive made my money as a highly-successful private businessperson following the law",7116,7198
18,"Hillary Clinton made her money as a corrupt public official violating the law and selling her government office."" The problems we face as a country are immense and it is going to take bold action to turn things around",7488,7705
19,Right now we owe $20 trillion in debt,7993,8030
20,It doubled under President Obama,8416,8448
21,Our infrastructure is like that of a third-world country,8834,8890
22,The homicide rate last year experienced its largest single-year increase in 45 years,9268,9352
23,Our border is wide open and drugs and criminal cartels our pouring into the country,9720,9803
24,Thousands of refugees are being admitted with no way to screen them and are instantly made eligible for welfare and free healthcare – even as our own Veterans die waiting for the medical care they need,10080,10281
25,Our annual trade deficit with the world is nearly $800 billion a year,10555,10624
26,The federal budget is a disaster,10997,11029
27,Our State Department mostly under the watch of Hillary Clinton misplaced or lost $6 billion in taxpayer funds,11391,11500
28,We have the worst so-called recovery since the Great Depression,11854,11917
29,We are nation divided with race riots in the streets,12291,12343
30,"""Our college students graduate loaded with debt only to discover they cant find jobs – or certainly not the jobs they want."" Overseas our failed leaders have empowered Iran unleashed ISIS and turned Iraq Libya and Syria into absolute chaos",12641,12880
31,"""Our allies arent paying their fair share foreign countries like Russia and China do not respect us and our taxpaying citizens send troops and foreign aid all over the world even as their own cities cant provide the most basic services."" America needs a turnaround",13076,13340
32,America needs a comeback,13620,13644
33,America needs a change,14040,14062
34,That is why I am running,14452,14476
35,First we are going to repeal and replace Obamacare,14854,14904
36,"The architect of Obamacare Jonathan Gruber admitted that the whole sales pitch was a lie – he called it the ""stupidity of the American voter."" But the only stupidity was the stupidity of our leaders who passed this disaster into law over the objections of the American people",15160,15435
37,Do you remember all the lies? President Obama said if you like your doctor you can keep your doctor,15672,15771
38,He promised his plan would reduce premiums by $2500 dollars,16108,16167
39,Instead they surged $5000,16578,16603
40,Now of all people President Bill Clinton has come out and told the truth about Obamacare,17006,17094
41,He has absolutely trashed President Obamas signature legislation,17496,17560
42,"Remember Hillary Clinton called Obamacare ""one of the greatest accomplishments of President Obama of the Democratic Party of our country."" Bill has a different view",17923,18087
43,"Here is what bill said: He just said its a ""crazy system"" where people end up with ""premiums doubled and coverage cut in half."" He said ""its the craziest thing in the world."" Bill Clinton said: ""people out there are busting it sometimes 60 hours a week and wind up with their premiums doubled and their coverage cut in half…the people getting killed in this deal are the small business people and the individuals who make just a bit too much money to get any of these subsidies."" Clinton added that it ""doesnt make any sense"" and that ""the insurance model doesnt work."" ""I couldnt agree more",18141,18732
44,"Which is why on my first day in office I am going to ask a Republican Congress to send me a bill to immediately repeal and replace Obamacare."" This is essential for Arizona",18770,18942
45,Because of Obamacare most of the state will only have 1 carrier next year and premiums are expected to go up by 49% next year,19193,19318
46,There is only 1 way to stop it: to vote for Trump,19603,19652
