,sentence,start,end
0,Today Donald J,0,14
1,Trump received the coveted endorsement of Dr,451,495
2,Ben Carson during a press conference in Palm Beach Florida,932,990
3,Dr,1427,1429
4,Carson ended his Presidential bid earlier this month and is now throwing his full and unwavering support behind the GOP frontrunner,1866,1997
5,Mr,2404,2406
6,"Trump said ""Ben is one of the truly great people I know",2799,2854
7,It is my honor to receive his endorsement and enthusiasm behind this incredible movement we are all building together,3186,3303
8,"With Bens help we will continue to grow the Republican party by bringing new people into the process to ensure we defeat Hillary Clinton in November."" Dr",3609,3762
9,"Carson added ""I am with the people and the people are with Donald Trump",4068,4139
10,"This is about Making America Great Again."" ""Mr",4510,4556
11,Trump and Dr,4967,4979
12,Carson answered questions and discussed key issues such as healthcare and education in Florida before Mr,5388,5492
13,"Trump departed for campaign stops in Missouri Illinois and Ohio before returning to Florida on Sunday ahead of Tuesdays winner-take-all-primary."" ""The Donald J",5845,6004
14,Trump Campaign is also proud to announce that its new Delegate Selection Team will include three former Carson advisors,6365,6484
15,The new team members handling delegate selection and management for Mr,6879,6949
16,Trumps campaign will be headed by Senior Advisor Ed Brookover,7349,7410
17,Brian Jack will serve as Delegate Management Director and Jesse R,7806,7871
18,Binnall as Parliamentarian,8302,8328
19,Barry Bennett who is currently serving as a Senior Advisor to the campaign will also be a part of the delegate selection and management team,8704,8844
20,"Brookover will additionally serve as the campaign liaison to the Republican National Committee and Members of Congress."" Ed Brookover most recently served as campaign manager to Dr",9155,9335
21,Ben Carson,9745,9755
22,Prior to that Brookover previously worked as political director for the Republican National Committee the National Republican Senatorial Committee and the National Republican Congressional Committee and was a Partner at Greener and Hook a strategic counsel and fully integrated communications firm,10120,10417
23,"""Brian Jack most recently served as Director of Ballot Access and Delegate Selection for Ben Carsons presidential campaign",10738,10860
24,"Prior to that Jack was a senior political analyst at AIPAC."" ""Jesse R",11253,11322
25,Binnall is an attorney and professional parliamentarian,11759,11814
26,Mr,12268,12270
27,"Binnalls previous clients have included the McCain for President Campaign the Ron Paul for President Campaign and the Rand Paul for President campaign."" ""Mr",12665,12821
28,Trump continues to be the clear frontrunner in the polls and the delegate count for the Republican nomination,13206,13315
29,Mr,13809,13811
30,"Trump will hold events in Illinois Ohio and Missouri today and tomorrow before returning to Florida ahead of Tuesdays winner-take-all-primary."" ",14305,14448
