,sentence,start,end
0, Secretary Clinton thanks so much for sitting down with us here in Iowa,0,70
1, Thank you Alisyn,453,469
2, We are in Ames Iowa --  Yes,852,878
3,—where the temperature as we speak is one degree,1261,1309
4, Uh-hm,1692,1697
5,""" And I know that you have been going to countless campaign events here and Im wondering when you get up in the morning in Iowa if there are ever times you question your life choices?"" "" Absolutely no",1999,2199
6,You know I grew up in Chicago,2465,2494
7,Im used to cold weather,2852,2875
8,It doesnt bother me,3231,3250
9,In fact Im somewhat reassured that there is a real winter that we are actually seeing snow and lower temperatures,3573,3686
10,"But I get up every day whether Im in Iowa in New Hampshire wherever I am in the country and I really look forward to the day because I find the opportunity to go out and listen to people hear their stories give them my views about what I think the next president should do very energizing and very you know reinvigorating all the time.""  So lets talk about the tightening race between you and Bernie Sanders",3808,4214
11,Bernie Sanders is speaking to reporters on Monday night here in Iowa,4389,4457
12,"And he said that your campaign is in quote ""serious trouble."" Is that how you feel? "" Not at all",4759,4855
13,In fact I have always known that if you are going to run to be president particularly in the Democratic Party its a long hard challenging road,5115,5257
14,And so Ive been in these elections before,5544,5585
15,They always tighten up as people begin to make up their minds as they look at the candidates totally predictable,5920,6032
16,I feel really really good about the campaign organization that I have,6353,6422
17,A caucus is different from a primary,6774,6810
18,It takes a lot of intensive work to convince people to come out on a cold Monday night spend a couple of hours in order to stand up for your candidate but Im asking Iowans if theyll stand up for me on caucus night,7062,7275
19,"I will be standing up for them all through my presidency."" "" There is a new Quinnipiac poll out just about one hour ago in which Bernie Sanders is now beating you in Iowa",7448,7618
20,It is 49 percent to 44 percent,7887,7917
21,It is the first time that this has happened that hes been beating you in Iowa since September,8221,8314
22,We are 20 days out,8626,8644
23,"Does he have more momentum than you?"" "" Well the funny thing Alisyn is after that poll came out about an hour later there was a PPP poll where I was leading him by the same margin about six points up",8900,9099
24,I dont pay any attention to this,9344,9376
25,I dont feel that its a good reflection about who will actually come out on caucus night,9699,9786
26,I can only tell you that the energy the enthusiasm the excitement of my volunteers my organizers the voters who come who sign up on commit to caucus cards is just building,10052,10223
27,Thats my experience,10516,10535
28,So Ill let people poll and try to figure out who is going to show up,10874,10942
29,"Im looking at people who are showing up making up their minds and trying to you know convince them to come out and caucus for me."" "" Why dont you feel that the polls are good reflection of whats going to happen in the caucus?"" "" Because they are so unpredictable",11136,11398
30,And its gotten increasingly difficult to poll,11645,11690
31,And I think you would have to add a degree of difficulty to polling for a caucus,12027,12107
32,So thats been my experience,12439,12466
33,Ive watched this a long time,12825,12853
34,Ive had a prior election where I campaigned in Iowa,13185,13236
35,So I just put that aside,13564,13588
36,Ill let pundits and others worry about whos up and whos down,13916,13976
37,I just get up every day like we were saying going out there making my case drawing the contrast because I have the highest regard for my two opponents but there are real differences,14232,14413
38,And we need a spirited debate,14703,14732
39,Because after the first of the year a lot more people start paying attention,15076,15152
40,"And now I know its you know the make or break time people make up their minds.""  Bernie Sanders is also winning in New Hampshire",15445,15572
41,Not surprising,15896,15910
42,He is from a neighboring state,16274,16304
43,"Have you considered what would happen if he wins in Iowa and New Hampshire what your plan is? "" I dont think about that",16609,16728
44,Im going to do everything I can to win as bigger margin as possible in the caucus and then go to the primary,16985,17093
45,But this is a national campaign,17400,17431
46,Weve been organizing in South Carolina in Nevada a lot of the March 1st states the March 15th states,17751,17851
47,Remember I campaigned all the way into June last time,18182,18235
48,And I have always thought that given the unpredictability and the you know changes in peoples concerns going into this election that we wouldnt know exactly how the outcome would be for you know a couple of cycles of these primaries and caucuses,18509,18754
49,So Im going to do my best to convince more Iowans to come out and caucus for me,18988,19067
50,"And even though as you say Senator Sanders as a neighbor and a neighbor never lost in New Hampshire Im going to take that challenge on and do the best I can to get people in New Hampshire to support me as well.""  Vice President Joe Biden offered his thoughts to CNN on why he thinks Bernie Sanders is resonating",19240,19550
51,He said that he thinks its about Senator Sanders positions on income inequality,19749,19828
52,"And the Vice President said quote ""Its relatively new for Hillary to talk about that",20196,20280
53,Thats been Bernies,20666,20684
54,"No one questions Bernies authenticity on those issues."" Whats your reaction? "" Well the Vice President who I deeply respect and regard as a friend went on to say as I recall",21005,21178
55,But you know Hillary Clinton has a lot of very good economic policies that are thoughtful and on and on,21424,21527
56,Look I have been working toward closing the gaps between people poor people and well-off people primarily all my adult life,21806,21929
57,I went to work for the Childrens Defense Fund,22269,22314
58,I helped to reform the education system in Arkansas,22661,22712
59,I was a legal services lawyer defending poor people,23075,23126
60,"I went to work to try to make sure that we got health care in the beginning of my husbands administration because of so many people who were left out and were uninsured."" ""I have been on this issue in many different ways",23393,23613
61,How do we make education more equal? How do we make health care more equal? Of course thats tied to income equality but there is also a broader range of issues that I have a long record of addressing,23789,23988
62,And when I was in the Senate I took on corporate executive pay,24231,24293
63,A lot of the abuses that I thought were there,24628,24673
64,I took on these derivatives and credit default swaps that contributed to the collapse of the economy and the great recession,24981,25105
65,I stood up to Wall Street,25421,25446
66,I called them out,25802,25819
67,So I have a very long record,26178,26206
68,I have a broader agenda,26565,26588
