,sentence,start,end
0,"""It is unfortunate that my comments have been misconstrued as a categorical attack against people of Mexican heritage",0,117
1,I am friends with and employ thousands of people of Mexican and Hispanic descent,556,636
2,The American justice system relies on fair and impartial judges,1075,1138
3,All judges should be held to that standard,1512,1554
4,"I do not feel that ones heritage makes them incapable of being impartial but based on the rulings that I have received in the Trump University civil case I feel justified in questioning whether I am receiving a fair trial."" Over the past few weeks I have watched as the media has reported one inaccuracy after another concerning the ongoing litigation involving Trump University",1766,2144
5,There are several important facts the public should know and that the media has failed to report,2362,2458
6,"""Throughout the litigation my attorneys have continually demonstrated that students who participated in Trump University were provided a substantive valuable education based upon a curriculum developed by professors from Northwestern University Columbia Business School Stanford University and other respected institutions",2777,3099
7,And the response from students was overwhelming,3482,3529
8,Over a five year period more than 10000 paying students filled out surveys giving the courses high marks and expressing their overwhelming satisfaction with Trump Universitys programs,3944,4127
9,"For example:"" Indeed these are just a few of literally thousands of positive surveys all of which can be viewed online at  ",4440,4561
10,"""For those students who decided that Trump Universitys programs were not for them the company had a generous refund policy offering a full refund to any student who asked for their money back within 3 days of signing up for a program or by the end of the first day of any multi-day program whichever came later."" Normally legal issues in a civil case would be heard in a neutral environment",4725,5115
11,However given my unique circumstances as nominee of the Republican Party and the core issues of my campaign that focus on illegal immigration jobs and unfair trade I have concerns as to my ability to receive a fair trial,5239,5459
12,I am fighting hard to bring jobs back to the United States,5723,5781
13,Many companies – like Ford Nabisco Carrier – are moving production to Mexico,6128,6204
14,Drugs and illegal immigrants are also pouring across our border,6557,6620
15,This is bad for all Americans regardless of their heritage,7011,7069
16,"""Due to what I believe are unfair and mistaken rulings in this case and the Judges reported associations with certain professional organizations questions were raised regarding the Obama appointed Judges impartiality",7423,7639
17,It is a fair question,7992,8013
18,"I hope it is not the case."" While this lawsuit should have been dismissed it is now scheduled for trial in November",8377,8492
19,I do not intend to comment on this matter any further,8871,8924
20,With all of the thousands of people who have given the courses such high marks and accolades we will win this case! Donald J,9355,9479
21,Trump ,9910,9915
