,sentence,start,end
0,"""Thank you",0,10
1,Thank you Temple! I am so delighted to be here with all of you,374,436
2,I saw how much fun President Obama had last week and – I wanted to be here in Philadelphia,800,890
3,Before I begin with my remarks I do want to say how proud I am of our brave first responders working to keep us safe after the attacks of the last weekend in New York New Jersey and Minnesota,1178,1369
4,There are now reports of a suspect in custody but we must remain vigilant,1617,1690
5,This is a fast-moving situation and a sobering reminder that we need steady leadership in a dangerous world,2003,2110
6,"""Im here to talk about a number of the issues that are part of this election but really much more than that they are part of our future – the kind of country we want to have the kind of people we want to be and particularly what kind of opportunities we should be providing for the young people of America",2291,2596
7,I have a proud Owl on my staff Jamira Burley,2790,2834
8,A Philadelphia native who became an activist working to end the epidemic of gun violence right here in Philadelphia,3159,3274
9,She loves Temple and we love her,3606,3638
10,"And I also want to thank Lauren for that introduction."" ""Jamira and Lauren are two examples of why I do have so much faith in our future",3960,4096
11,Your generation is the most inclusive progressive and entrepreneurial that weve ever seen,4392,4481
12,And as you heard when Lauren was in college she saw challenges facing students of color but there was no NAACP chapter to support them and promote diversity and inclusion on campus – so she started one,4774,4975
13,"And Lauren remains committed and engaged working with an organization called Generation Progress because she understands that active citizenship is a lifelong job and the call to service never fades."" ""Now I know that with so much negativity out there it is really easy to get cynical – especially about our politics",5184,5500
14,I remember wrestling with that challenge when I was a student during the Vietnam War,5721,5805
15,It can be tempting to think that no one will tell you the truth and nothings ever going to change,6113,6210
16,But youre here today because you refuse to accept cynicism,6508,6566
17,You know that the next 50 days will shape the next 50 years,6885,6944
18,"And you see how much needs fixing in our country from the soaring cost of college to the scourge of systemic racism to the threat from climate change – but you also know the only way we can meet those challenges is if we meet them together."" ""Youre here today because you believe we can do just that",7142,7441
19,You want something to vote for not just against,7652,7699
20,Optimism not resentment,8092,8115
21,Answers not anger,8522,8539
22,Ideas not insults,8956,8973
23,Bridges not walls,9389,9406
24,Youre also here because you know this election isnt a reality TV show,9791,9860
25,"It shouldnt be about birth certificates or name-calling or stunts to get onto cable news."" ""This election comes down to a choice between two very different visions for America",10182,10357
26,I believe its wrong to tear each down,10669,10706
27,We should be lifting each other up,11071,11105
