,sentence,start,end
0,Today Donald J,0,14
1,Trump received the endorsement of respected former Congressman James Lightfoot of Iowa,513,599
2,Mr,1098,1100
3,Trump has been endorsed by dozens of elected officials including Congressmen Senators State Representatives and other key members of the Republican Party,1599,1752
4,Mr,2245,2247
5,"Trump stated ""I am proud to receive the endorsement of former Congressman Lightfoot",2704,2787
6,"I have tremendous respect for him and I greatly appreciate his support."" Congressman Lightfoot added ""Today Im announcing my endorsement and support of Donald J",3151,3311
7,"Trump as the Republican candidate for the office of President of the United States."" ""Our party and its leadership have failed the country miserably over the past eight years",3620,3794
8,It seems that those in Washington D.C,4118,4155
9,have thumbed their noses at the American people,4543,4590
10,"It has to stop."" ""Donald Trump is the one person that can make it happen",4939,5011
11,He understands the feelings of millions of Americans that are fed up with business as usual in D.C,5321,5419
12,He wants to stop the bloat and runaway spending,5740,5787
13,He wants to stop the flow of illegals into our country,6138,6192
14,"He wants to bring this country back together and build us back to the greatest country on the globe."" ""Im very disappointed at those in office saying they will not vote for any candidate for President",6466,6666
15,Voting is a privilege and right that millions have given their lives to defend,6938,7016
16,"It is a direct insult to all who have fought for this country especially coming from the mouths of those that have been living on the government payroll for years."" ""Mr",7307,7475
17,Trump is the choice of a majority of Republicans,7765,7813
18,Lets make sure he is the choice of the majority of voters in November,8177,8246
19,"Without him this country will continue its downward spiral into bankruptcy and disarray."" Mr",8636,8728
20,Trump has surged in recent head to head polls against Hillary Clinton and is leading in key battleground states such as Ohio,9155,9279
