,sentence,start,end
0,This is such an amazing city,0,28
1,"Its called ""Home of the Heroes"" because of your proud tradition of military service",460,543
2,Pueblo is home to Four Medal of Honor Recipients,975,1023
3,"As President Eisenhower said there must be ""something in the water out there in Pueblo"" because ""all you guys turn out to be heroes."" Colorado is home to six military bases",1422,1594
4,We are going to eliminate the defense sequester and rebuild our military,1901,1973
5,Another great Colorado legacy is hunting and fishing,2332,2384
6,We are going to conserve your land for future generations and we are going to save the 2nd amendment,2745,2845
7,One other issue of such great importance in Colorado is energy,3186,3248
8,Hillary Clinton wants to shut down the mines and shut down shale oil and natural gas,3566,3650
9,We are going to end the war on American energy and we are going to put the miners back to work,3929,4023
10,I have also made a center piece of my economic revitalization plan the largest middle class tax cut since Ronald Reagan –and the largest regulatory reform in American history,4289,4463
11,That is because I know how overtaxed and overregulated the working people of this country are,4765,4858
12,A central issue I would like to address today is our broken tax code an issue of concern to all Americans,5191,5296
13,"""Along with securing our borders rebuilding our military keeping us safe from terrorism redoing our trade deals and bringing back jobs fixing the tax code is one of the main reasons Im running for President."" ""Ive been saying from the beginning of this campaign how ridiculous complex and yes unfair our tax system is",5512,5829
14,"This is not the fault of the IRS but the political class that is owned outright by the special interests and lobbyists."" It is these politicians who wrote the tax code and who are constantly adding revising and changing an already over-complicated set of laws – all at the behest of their favored donors and special interests",5923,6248
15,"""Its thousands of pages long and almost no one understands it",6489,6550
16,"The average American would need an army of accountants and lawyers to wade their way through it."" ""Many so-called experts due to the sheer size and complexity of the code dont have a clue what these pages represent."" ""The unfairness of the tax laws is unbelievable its something Ive been talking about for a long time – despite being a beneficiary."" I understand the tax laws better than almost anyone which is why I am the one who can fix them – and that is what I commit to doing",6689,7170
17,As a businessman and real estate developer I have legally used the tax laws to my benefit and to the benefit of my company and my employees,7242,7381
18,I have often said on the campaign trail that I have a fiduciary responsibility to pay no more tax than legally required – or put another way to pay as little tax as legally possible,7604,7785
19,"""As a major real estate developer in this country and throughout the world I face enormous taxes: city taxes state taxes sales and excise taxes employee taxes and federal taxes",8019,8195
20,"Its my job to minimize the overall tax burden to the greatest extent possible – which allows me to reinvest in neighborhoods workers and build amazing properties which fuel tremendous growth in their communities – and always help our great providers of jobs the small business."" ""The news media is now obsessed with an alleged tax filing from the 1990s at the end of one of the most brutal economic downturns in our countrys history."" The conditions facing real estate developers in the early nineties were almost as bad as the Great Depression of 1929 and far worse than the Great Recession of 2008",8241,8840
21,What had been a booming economy in the era of Ronald Reagan changed dramatically – and the business landscape changed with it: Bank failures the collapse of the Savings & Loan industry and the implosion of the retail market and real estate in general,8841,9091
22,Many business people including many of my competitors were not able to survive,9369,9447
23,Companies jobs and opportunities were lost – and lives were destroyed as tens of thousands of people were put out of work,9779,9900
24,Some of the biggest and strongest people and companies went bankrupt,10242,10310
25,Yet today my company is bigger stronger with far greater assets and more premium properties than ever before,10639,10747
26,That did not happen by chance or luck – it happened by action and talent,11058,11130
27,I was able to use the tax laws of this country and my business acumen to dig out of this real estate depression when few others did,11410,11541
28,In those most difficult times when so many had their backs to the wall I reached within myself and delivered for my company my employees my family and the communities where my properties existed,11775,11969
29,Those who spend their entire lives within the confines of government work and who know virtually nothing of business fail to understand the skill dedication and sheer grit it takes for a company to climb out of an economic depression of the scale we had in the early nineties,12174,12449
30,"People like my opponent Hillary Clinton whose only method of making money is by selling ""government favors and granting access to special interests know nothing about how businesses succeed and grow",12636,12834
31,Hillary Clinton has never created a single job in her entire life – or added a single dollar of value to the American economy,13103,13228
32,Hillary Clinton hasnt made an honest dollar in her entire life – all she does is take from you from our country and peddles influence to donors special interests and foreign actors – for astronomical dollars and like never before,13446,13675
