,sentence,start,end
0,In a major address today Republican presidential candidate and GOP front-runner Donald J,0,88
1,Trump detailed his views on critical foreign policy issues making it abundantly clear that he is committed to prioritizing America first in national security international diplomacy and global trade,581,779
2,"""Today our foreign policy is a complete and total disaster"" Mr",1205,1267
3,Trump said,1714,1724
4,"""Theres no vision no strategic purpose no direction no consistency."" ""In his speech before The National Interest Magazine and its parent institution The Center for the National Interest and invited guests the presumptive GOP nominee for President of the United States articulated five important criticisms of American foreign policy: the nations resources are overextended; many of our allies arent paying their fair share; our friends fear they cant depend on us; our rivals no longer respect us – and the country doesnt have clear foreign policy goals."" ""All of this is going to change when I am President"" he said",1878,2494
5,"""America is going to be strong again",2610,2646
6,"America is going to be a reliable friend and ally again."" As President he would ensure the defeat of ISIS as a major foreign policy goal",2952,3088
7,"""I have a simple message for ISIS: Their days are numbered",3369,3427
8,I wont tell them where and I wont tell them how,3769,3816
9,We must as a nation be strong and resilient,4160,4203
10,"Theyre going to be gone."" The front-runner also pledged to rebuild Americas military and the national economy – two vital pillars of a peaceful and secure world",4509,4669
11,"""We will spend what we need to rebuild our military",4994,5045
12,"Our military dominance must be unquestioned"" he said",5420,5472
13,"""We are also going to have to change our trade immigration and economic policies to make our economy strong again – and to put Americans first again."" After criticizing the ""reckless rudderless and aimless foreign policy"" of President Barack Obama and former Secretary of State Hillary Clinton Mr",5753,6049
14,Trump outlined a more coherent international vision,6352,6403
15,"""Our foreign policy goals must be based on Americas core national security interests"" he said",6808,6901
16,He pledged to defeat radical Islam in the Middle East and to focus on stability in the region not nation-building,7255,7368
17,"Recognizing the differences America has with China and Russia he also vowed to ""seek common ground based on shared interests."" ""My goal is to establish a foreign policy that will endure for several generations centered on prioritizing America first",7634,7882
18,"Under a Trump Administration no American citizen will ever again feel that their needs come second to the citizens of foreign countries"" he said",8265,8409
19,"""Mr",8881,8884
20,"Trumps prepared remarks can be viewed here: "" ",9356,9401
