,sentence,start,end
0,Thank you so much! Thank you,0,28
1,Wow thank you all,431,448
2,"What a great way to celebrate my birthday being here in Tampa!n ""I am so so grateful to José for that wonderful introduction",851,975
3,Hes an incredibly talented chef but more than that I have to say hes a humanitarian,1359,1442
4,He just came back from Haiti once again where he goes periodically to help feed people,1760,1846
5,Hes been doing it ever since the terrible earthquake going to help people in remote villages – and he does that all over the world when it comes to making sure that there are clean cookstoves so that people can cook primarily women and children without fear of getting sick from inhaling all the smoke,2053,2354
6,I enlisted Josés help when I was Secretary of State on the clean cookstoves initiative,2578,2664
7,And as you heard hes also a proud immigrant and – he is standing up to Donald Trumps anti-immigrant rhetoric and hes doing it in a very courageous way because he sacrificed his business,2939,3124
8,Hed been asked by the Trump Organization to put a restaurant into the new hotel that Trump was talking about on TV today in Washington and after José heard the kinds of things that Donald Trump was saying about immigrants he said No I refuse to open a restaurant in that hotel,3297,3573
9,"That is really gutsy.n"" And today was a perfect time to have José be with us because as I said Donald Trump is taking time off the campaign trail to officially open the hotel",3738,3912
10,"And yesterday here in Florida he took time out to invite the press to listen to his employees talk about what a great boss he is while he was watching and listening to them.n ""And today in opening that hotel I think its important to note that he once again relied on undocumented workers",4075,4362
11,The same people he has been insulting and demonizing throughout this campaign,4597,4674
12,So like with so much else that Donald Trump says he says one thing and then he does something different,5003,5106
13,Many of the products in the hotel were made overseas rather than here in the United States and he even sued the District of Columbia to pay lower taxes,5376,5527
14,"That is the way that he does business.n"" ""Now weve actually learned in this campaign that Donald Trump is the poster boy for everything wrong with our economy",5777,5935
15,He refuses to pay workers and contractors from Atlantic City to Miami to Las Vegas,6233,6315
16,He stiffs small businesses,6682,6708
17,I take that one personally because my dad was a small businessman,7077,7142
18,And Ive met so many people who did projects for Donald Trump – provided pianos for one of his casinos installed drapes for one of his hotels laid the marble put in the glass washed the dishes painted – and then werent paid,7397,7619
19,"I just think that is fundamentally wrong and that is not the kind of experience we need in the Oval Office.n"" ""So Im grateful to José and I want to thank everyone else – my great friend your United States Senator Bill Nelson",7785,8009
20,Congresswoman Kathy Castor,8301,8327
21,Mayor Bob Buckhorn whos here with his two daughters,8733,8784
22,Governor Charlie Crist soon to be Congressman Charlie Crist,9181,9240
23,I have to say weve got two great candidates here: David Singer candidate for the House of Representatives; and Rena Frazier another candidate,9608,9749
24,"And we have the great talent of Angela Bassett with us today.n"" ""So my friends heres the advice that I got",10050,10156
25,It is a beautiful day in Tampa but its warm,10467,10510
26,And some of you have been here a while right? And Im watching the flags,10814,10885
27,So long as theyre waving I know theres a breeze,11187,11234
28,"If they stop waving Im really going to cut this short.n"" But let me start by thanking you – thanking you for being here.n  n ""Thank you",11510,11644
29,Thank you,11932,11941
