,sentence,start,end
0,Today Rep,0,9
1,John J,430,436
2,Duncan Jr,857,866
3,one of the most senior Republicans in the House and the only Republican remaining in Congress who voted against the Iraq War today endorsed Donald Trump for President,1287,1453
4,"""With only four percent of the worlds population we buy 25 percent of the worlds goods",1850,1936
5,Every country wants into our markets,2297,2333
6,We have tremendous leverage on trade we have not used,2690,2743
7,"Donald Trump will do that."" ""With 58 percent of the people in this world having to get by on less than $4.00 a day hundreds of millions want to come here",3024,3177
8,Our economy and infrastructure could not handle all these people and this means our immigration laws must be enforced,3450,3567
9,"Donald Trump will do that."" ""Finally almost all Americans now believe it has been a horrible mistake to spend trillions fighting no-win wars in the Middle East",3876,4035
10,We must start rebuilding our own Country,4391,4431
11,"Donald Trump will do that."" ""For all these reasons I enthusiastically endorse Donald Trump for President."" ""I am pleased to have the support of Representative Duncan (TN) who is one of the most fiscally conservative Members of the House",4743,4979
12,If more Members voted like Rep,5413,5443
13,"Duncan we wouldnt be wasting trillions of the taxpayer dollars in foreign countries"" said Trump",5899,5994
