,sentence,start,end
0,Kevin Singleton and Denise Quarles follow the example their mother set for them,0,79
1,Her grandchildren were also supposed to go with her to Bible study that night but they had to reschedule,506,610
2,"""Kevin Singleton Myras son says its hard to imagine what could have happened if his children had been with their grandmother."" ""These things happen"" Kevin says ""and you try not to question fate",966,1159
3,"But its hard when someone you love is gone too soon."" Myra was the type of person who would rather go without than deny help to a person in need",1393,1537
4,She believed that everything was possible through God education and family,1826,1900
5,But her life and the lives of eight other people came to an abrupt end at the hands of a murderer who was fueled by racism and hatred,2195,2328
6,"""Thats what shocked Myras daughter Denise Quarles."" ""He took away the most precious person in the world to me"" Denise says",2592,2714
7,"""She wont be able to see me get married or have kids ..",3014,3069
8,"because he bought a gun that he shouldnt have been able to get."" ""One of the first things that got my attention was Mrs",3352,3471
9,"Clintons stance on gun control"" Denise says",3775,3818
10,"""She understands that theres no reason for things like this to happen and she wants to stop gun violence from taking so many people away."" They also support her because their mother was a strong supporter of Hillary",4106,4321
11,"""She loved everything Mrs",4616,4641
12,"Clinton stands for"" Kevin says",5031,5061
13,"""Hillary is a person that seems to be very serious about her business",5429,5498
14,They had that in common,5861,5884
15,"And both have strong views about the need for a strong education system to put kids on the right path in life."" ""But Kevin and Denise both say theyd still be supporting Hillary even if their mother were still here today."" ""Hillary stands firm on her beliefs and still gets things done",6129,6413
16,Shes got experience,6678,6697
17,"I trust her"" Kevin says",7102,7125
18,Denise agrees,7529,7542
19,"""She takes a stand on things"" she says",7936,7974
20,"""She believes there needs to be tighter restrictions around guns which I personally feel a connection to",8320,8424
21,"But there was also the water crisis in   and how adamant she was that things need to be turned around."" ""As president she wont just say shes going to do something",8704,8864
22,"She will follow through and actually do it"" Denise says",9152,9207
23,"""Thats why I support her."" ""Every day Kevin and Denise honor their mothers legacy by lending a helping hand to anyone in need",9531,9656
24,"Kevin runs a nonprofit called Passion to Forgive which focuses on youth education and Denise gives guidance to kids in her community."" ""She told me that Hillary is someone she very much wanted to see as president"" Denise says",9936,10161
25,"""Were going to do everything we can to make that happen for her."" ",10580,10645
