,sentence,start,end
0,Why these Georgians cast a vote for Hillary on Super Tuesday—in their own words,0,79
1,My mother came from Africa to here just on faith alone,446,500
2,All she had in her pocket was her faith that we were going to have a better life if we came to America,867,969
3,And she said were gonna make a better life and she put her best foot forward,1229,1305
4,And here we are 30 years later,1604,1634
5,"It takes one person just to say ""Hey I can make a change"" and then the rest follows",1931,2014
6,I didnt speak English my mother didnt speak English and look where we are now,2298,2375
7,She just registered to vote last year so this will be her first time to vote,2661,2737
8,And it will be so historic being able to vote for the first woman president,3030,3105
9,I think my mother is one of the strongest people I know,3398,3453
10,I look up to her,3768,3784
11,No matter how life punches her or knocks her down she always gets up and she never feels sorry or pity for herself,4091,4205
12,"""Its going to be three generations voting",4500,4541
13,Thats amazing,4903,4916
14,My girls are 22 and 23 so they can actually vote this time,5275,5333
15,Its going to be quite a moment for us—from apartheid to America from racism to equality womens rights voting rights,5640,5755
16,Its amazing to think that if we stop and say hey look lets just take one step at a time one foot in front of another well get somewhere,6009,6144
17,"Slowly but surely."" Being a woman being a grandmother being a mother—its very important to have someone who understands us and who knows where we want to go and where we have been",6381,6560
18,When President Obama ran I was passionate,6858,6899
19,"But Hillary has just lit that fire inside me to want to say ""You know what? It is time to stand for something."" ""Im confessing right now: There is a co-worker I have who is male who hasnt been working where I work for as long as I have and I recently found out he was getting paid more than me",7112,7405
20,Yeah—I was shocked,7616,7634
21,Hillary is fighting for equal pay,7975,8008
22,"And Im fighting for equal pay."" ""Its just going to be so huge",8329,8390
23,I wasnt old enough to vote for Hillary when she was first running in 2008,8690,8763
24,"I was telling my friends that they all had to get out and vote."" ""I know President Obama is black and Im an African-American female but for women this is huge and I think for me to see a woman on that ballot and for me to just go vote for Hillary Im just going to throw my heels off."" You go girl! "" I love to hear the issues and I volunteer getting other people out to vote",8912,9286
25,Ive done 20 hours of calling and then I hope to canvass in my region,9424,9492
26,"Even though I cant vote I just love to be involved in politics."" "" I actually take him with me when we go to vote so that he can see the process",9728,9872
27,We talk about it,10134,10150
28,Most of our views are the same sometimes they are a little different,10461,10529
29,But at least hes been exposed to it and he can make up his mind for himself,10816,10891
30,Patrick just seems to have a passion for it,11192,11235
31,Ive always been interested in it but you know when its just yourself its kind of hard to drum up the enthusiasm,11523,11634
32,When you have a child excited about it you get excited about it and you get more involved in the process itself,11891,12002
33,"When he got me involved I thought man this is kind of fun."" "" Hillary wants to put money toward Alzheimers research",12290,12405
34,Patricks grandmother has Alzheimers so its something that hits home,12716,12783
35,Its hard,13155,13163
36,Its awful when you see a great mind just wasting away,13539,13592
37,"I just hope this is the next step toward finding a cure—and its important to our family that Hillarys fighting for this too."" ""Well Ive never had any doubt otherwise—I was supporting her from the beginning even in 2008",13868,14086
38,Hillary has always shown a desire to help the downtrodden or help people in general,14360,14443
39,"And I just thought from the beginning that she had the best chance to win the presidency and be a good president."" ""The people that Im thinking about are the next Supreme Court justices",14713,14898
40,That really is the most important thing in my mind,15193,15243
41,Our next president selects the next Supreme Court justices,15609,15667
42,And if its a Republican we get a staunch diehard conservative Supreme Court,16029,16104
43,"And all of our rights that weve gained till now will be gradually just stripped away."" ""Oh Lord thats a horrible thought."" ""Well probably the thing thats going through my mind is Obamacare will probably get repealed provided that the House and Senate remain Republican",16372,16640
44,So well probably lose Obamacare and go into chaos over what will replace it,16909,16984
45,We will have eventually higher taxes and all our civil rights and civil liberties will be restricted more than they are,17329,17448
46,"But the Supreme Court—that scares me more than anything."" ""Yes—unfortunately it was not for the greatest reasons but because of September 11",17758,17898
47,My dads from Iran and hes a Muslim,18235,18269
48,So in high school people didnt say the nicest things calling me a terrorist calling me that to identify me as something that they thought my father was,18576,18727
49,And so because of a lot of discrimination I went through I turned to politics to understand what is going on in the world and in the media and why people are saying these heinous things about me,18943,19137
50,And I took the time to study all the parties to see which ones my identity and my beliefs fit,19358,19451
51,"My dads a Democrat but my moms a Republican and I thought that being a Democrat fit for the majority of people—the people who dont have a voice the people who dont speak English the people who are coming here because America is a land of opportunity."" Laughs",19655,19913
52,"""My mom was not as in-your-face about it as my dad",20151,20201
53,But it was great,20549,20565
54,It was very open—we always talked about things that were going on within the government to keep us educated,20897,21004
55,My dad grew up in Iran but he learned a lot about the American government and how the system works,21285,21383
56,And he thought it was really important for his kids to understand that and be involved and have a voice and express how we feel about whats going on in our country,21632,21795
57,And my moms family is from Cuba—so to have that freedom to do that is not something they were able to do,22033,22137
58,So its something they take advantage of and instilled that into us and really let us be who we want to be,22387,22492
59,"Ive been a Democrat but its because I was able to choose that and figure out who I am within this society."" "" All my life",22727,22848
60,My father was in the Georgia legislature when I was a child,23122,23181
61,It was an interesting time—there were a lot of issues around integration and my dad fought to keep public schools open,23478,23596
62,That kind of set the pace and my outlook and views on helping the underserved,23908,23985
63,"And Ive always been a Democrat."" ""And now Celia my granddaughter is about to turn 10 years old—but she has always been engaged in current affairs and whats going on",24268,24432
64,"This is part of being a person a citizen—someone who cares about other people."" "" I feel like she has so much experience on the global stage",24675,24815
65,And thats just important to everybody abroad and at home,25108,25164
66,I dont think we need a novice trying to figure out how things work,25495,25561
67,We just need civil dialogue,25897,25924
68,"We need to work together.""  That would be awesome! I think she would be a great president",26249,26337
69,I really like our country the way it is,26644,26683
70,But if Hillary were running it it would be even better,27023,27077
71,""" Well I didnt think there wouldnt be a woman president in my lifetime—after all Margaret Thatcher was elected in the U.K",27372,27493
72,all those years ago,27815,27834
73,But for Celia I think all doors are open to her already because she knows that theyre open and she can follow her dreams,28223,28343
74,"But everything like this makes it a little bit easier."" ",28732,28787
