,sentence,start,end
0,"""Thank you everybody thank you very much",0,40
1,Its great to be with you this afternoon and today we begin a conversation on how to make America safe again,499,606
2,In the twentieth century the United States has defeated fascism Nazism and communism,1065,1149
3,"Now a different threat faces our world: radical Islamic terrorism.n"" ""This summer theres been an ISIS attack launched outside the warzones of the Middle East--hard to believe--every eighty-four hours",1514,1713
4,Here in America we have seen one brutal attack after another: thirteen were murdered and thirty-eight wounded in the assault on Fort Hood,2036,2173
5,The Boston Marathon bombing wounded and maimed sixty-four people and ultimately left five dead including two of our great police officers ,2524,2661
6,"In Chattanooga Tennessee five unarmed Marines--unbelievable people by the way--were shot and killed at a military recruiting center.n"" ""Last September fourteen innocent Americans were gunned down at an office party in San Bernardino; another twenty-two were very gravely injured",2979,3257
7,In June forty-nine Americans were executed at the Pulse nightclub in Orlando ,3586,3662
8,Another fifty-three were badly injured,4071,4109
9,It was the worst mass shooting in our history and the attack by far the worst on the LGBTQ community and Ill tell you what: we can never ever allow this to happen again,4418,4586
10,""" n In Europe--thank you--in Europe we have seen the same carnage and bloodshed afflicted upon our closest allies",4842,4955
11,In January of 2015 a French satirical newspaper Charlie Hebdo was attacked for publishing cartoons of the prophet Mohammed,5294,5416
12,Twelve were killed including two police officers and 11 were wounded,5784,5852
13,Two days later four were murdered in a Jewish delicatessen,6249,6307
14,In November of 2015 terrorist went on a shooting rampage in Paris that slaughtered 130 people and wounded another 368 people some in very very very bad shape today.n France is suffering gravely,6622,6815
15,And the tourism industry is being massively affected in the most negative way,7121,7198
16,In March of this year terrorists detonated a bomb in Brussels airport killing 32 and injuring 340 people,7541,7645
17,This July in the South of France an Islamic terrorist turned his truck into an instrument of mass murder plowing down and killing 85 men women and children and wounding 308 people.n Terrible,7925,8115
18,Among the dead were two Americans a Texas father and his 11-year-old son,8407,8479
19,A few weeks ago in Germany a refugee armed with an axe wounded 5 people in a gruesome train attack,8797,8895
20,Only days ago an ISIS killer invaded a Christian Church in Normandy France forced an 85- year-old priest to his knees,9181,9298
21,"A priest who was beloved who was beloved; before cutting his throat and just unthinkable other things.n ""Overseas ISIS has carried out an absolute atrocity and one after another",9594,9771
22,Children slaughtered girls sold into slavery men and women burned alive crucifixions beheadings and drownings ethnic minorities targeted for mass execution,10108,10263
23,Holy sites desecrated,10681,10702
24,Christians driven from their homes and hunted for extermination,11143,11206
25,"ISIS rounding up what it calls Nation of the Cross Nation of the Cross in a campaign of absolute and total genocide.n"" We cannot let this evil continue",11562,11713
26,  Thank you,12054,12063
27,"Thank you.n ""Nor can we let the hateful ideology of radical Islam its oppression of women gays children and non-believers be allowed to reside or spread within our own countries",12390,12567
28,""" "" We will defeat radical Islamic terrorism just as we have defeated every threat weve faced at every age and before",12843,12960
29,But we will not we will not remember this defeat it with closed eyes or silenced voices,13253,13340
30,"We have a president that doesnt want to say the words.n"" Anyone who cannot name our enemy is not fit to lead our country",13622,13742
31,  Anyone who cannot condemn the hatred oppression and violence of radical Islam lacks the moral clarity to serve as our president,14025,14152
32," "" The rise of ISIS is the direct result of policy decisions made by President Obama and Secretary of State Clinton",14453,14567
33,"Lets look back at the Middle East at the very beginning of 2009 before the Obama-Clinton administration took over.n"" Libya was stable",14873,15006
34,Syria was under control,15371,15394
35,Egypt was ruled by a secular president and an ally of the United States.n Iraq was experiencing a reduction in violence,15750,15869
36,The group that would become what we now call ISIS was close to being extinguished,16198,16279
37,Iran was being choked off by economic sanctions.n Fast forward to today,16656,16727
38,What we have--and think of this--and the decisions made by the Obama/Clinton group have been absolutely disastrous.n Libya is in ruins,17080,17214
39,Our ambassador and three other really brave Americans are dead,17565,17627
40,And ISIS has gained a new base of operations.n Syria is in the midst of a disastrous civil war,17987,18081
41,ISIS controls large portions of territory,18443,18484
42,A refugee crisis now threatens Europe and the United States.n In Egypt terrorists have gained a foothold in the Sinai desert near the Suez Canal one of the most essential waterways of the world,18794,18987
43,Iraq is in chaos,19286,19302
44,And ISIS is on the loose,19676,19700
45,"ISIS has spread across the Middle East and into the West.n ""In 2014 ISIS was operating in seven nations",20038,20141
46,They were in seven nations,20485,20511
47,"Terrible but thats what it was.n"" ""Today theyre fully operational in 18 countries with aspiring branches in six more for a total of 24",20844,20978
48,And many believe that number is actually 28 to 30 countries,21296,21355
49,"They dont even know.n"" ""The situation is likely worse than the public has any idea",21716,21798
50,A new congressional report reveals that the Administration has downplayed the growth of ISIS with 40 percent of analysts saying they had experience efforts to manipulate their findings in trying to make it look much better than it is,22093,22326
