,sentence,start,end
0,Today Donald J,0,14
1,Trump released the much-anticipated list of people he would consider as potential replacements for Justice Scalia at the United States Supreme Court,508,656
2,This list was compiled first and foremost based on constitutional principles with input from highly respected conservatives and Republican Party leadership,1150,1305
3,Mr,1740,1742
4,"Trump stated ""Justice Scalia was a remarkable person and a brilliant Supreme Court Justice",2184,2274
5,His career was defined by his reverence for the Constitution and his legacy of protecting Americans most cherished freedoms,2658,2781
6,He was a Justice who did not believe in legislating from the bench and he is a person whom I held in the highest regard and will always greatly respect his intelligence and conviction to uphold the Constitution of our country,3031,3256
7,"The following list of potential Supreme Court justices is representative of the kind of constitutional principles I value and as President I plan to use this list as a guide to nominate our next United States Supreme Court Justices."" ""Steven Colloton of Iowa is a judge of the U.S",3463,3743
8,Court of Appeals for the Eighth Circuit a position he has held since President George W,3965,4052
9,Bush appointed him in 2003,4421,4447
10,Judge Colloton has a résumé that also includes distinguished service as the U.S,4828,4907
11,Attorney for the Southern District of Iowa a Special Assistant to the Attorney General in the Justice Departments Office of Legal Counsel and a lecturer of law at the University of Iowa,5215,5400
12,He received his law degree from Yale and he clerked for Chief Justice William Rehnquist,5697,5784
13,"Judge Colloton is an Iowa native."" ""Allison Eid of Colorado is an associate justice of the Colorado Supreme Court",6116,6229
14,Colorado Governor Bill Owens appointed her to the seat in 2006; she was later retained for a full term by the voters (with 75% of voters favoring retention),6533,6689
15,Prior to her judicial service Justice Eid served as Colorados solicitor general and as a law professor at the University of Colorado,6970,7102
16,"Justice Eid attended the University of Chicago Law School and she clerked for Justice Clarence Thomas."" Raymond Gruender of Missouri has been a judge of the U.S",7413,7573
17,Court of Appeals for the Eighth Circuit since his 2004 appointment by President George W,7897,7985
18,Bush,8396,8400
19,Judge Gruender who sits in St,8831,8860
20,Louis Missouri has extensive prosecutorial experience culminating with his time as the U.S,9245,9335
21,Attorney for the Eastern District of Missouri,9732,9777
22,Judge Gruender received a law degree and an M.B.A,10183,10232
23,from Washington University in St,10635,10667
24,Louis,11079,11084
25,Thomas Hardiman of Pennsylvania has been a judge of the U.S,11485,11544
26,Court of Appeals for the Third Circuit since 2007,11914,11963
27,Prior to serving as a circuit judge he served as a judge of the U.S,12321,12388
28,District Court for the Western District of Pennsylvania since 2003,12747,12813
29,Before his judicial service Judge Hardiman worked in private practice in Washington D.C,13191,13278
30,and Pittsburgh,13671,13685
31,Judge Hardiman was the first in his family to attend college graduating from Notre Dame,14078,14165
32,Raymond Kethledge of Michigan has been a judge of the U.S,14548,14605
33,Court of Appeals for the Sixth Circuit since 2008,14997,15046
34,Before his judicial service Judge Kethledge served as judiciary counsel to Michigan Senator Spencer Abraham worked as a partner in two law firms and worked as an in-house counsel for the Ford Motor Company,15353,15558
35,Judge Kethledge obtained his law degree from the University of Michigan and clerked for Justice Anthony Kennedy,15859,15970
36,"""Joan Larsen of Michigan is an Associate Justice of the Michigan Supreme Court",16328,16406
37,Justice Larsen was a professor at the University of Michigan School of Law from 1998 until her appointment to the bench,16745,16864
38,In 2002 she temporarily left academia to work as an Assistant Attorney General in the Justice Departments Office of Legal Counsel,17192,17321
39,"Justice Larsen received her law degree from Northwestern and clerked for Justice Antonin Scalia."" ""Thomas Lee of Utah has been an Associate Justice of the Utah Supreme Court since 2010",17626,17810
40,Beginning in 1997 he served on the faculty of Brigham Young University Law School where he still teaches in an adjunct capacity,18096,18223
41,Justice Lee was Deputy Assistant Attorney General in the Justice Departments Civil Division from 2004 to 2005,18557,18666
42,Justice Lee attended the University of Chicago Law School and he clerked for Justice Clarence Thomas,19020,19120
43,Justice Lee is also the son of former U.S,19484,19525
44,Solicitor General Rex Lee and the brother of current U.S,19888,19944
45,"Senator Mike Lee."" ""William H",20309,20338
46,Pryor Jr,20727,20735
47,of Alabama is a judge of the U.S,21115,21147
48,Court of Appeals for the Eleventh Circuit,21508,21549
49,He has served on the court since 2004,21912,21949
50,Judge Pryor became the Alabama Attorney General in 1997 upon Jeff Sessionss election to the U.S,22276,22371
51,Senate,22718,22724
52,Judge Pryor was then elected in his own right in 1998 and reelected in 2002,23103,23178
53,In 2013 Judge Pryor was confirmed to a term on the United States Sentencing Commission,23517,23603
54,Judge Pryor received his law degree from Tulane and he clerked for Judge John Minor Wisdom of the U.S,23923,24024
55,"Court of Appeals for the Fifth Circuit."" David Stras of Minnesota has been an Associate Justice of the Minnesota Supreme Court since 2010",24346,24483
56,After his initial appointment he was elected to a six-year term in 2012,24805,24876
57,Prior to his judicial service Judge Stras worked as a legal academic at the University of Minnesota Law School,25223,25333
58,In his time there he wrote extensively about the function and structure of the judiciary,25670,25758
59,Justice Stras received his law degree and an M.B.A,26123,26173
60,from the University of Kansas,26561,26590
61,He clerked for Justice Clarence Thomas,26994,27032
62,Diane Sykes of Wisconsin has served as a judge of the U.S,27405,27462
63,Court of Appeals for the Seventh Circuit since 2004,27831,27882
64,Prior to her federal appointment Judge Sykes had been a Justice of the Wisconsin Supreme Court since 1999 and a Wisconsin trial court judge of both civil and criminal matters before that,28186,28372
65,Judge Sykes received her law degree from Marquette,28684,28734
66,"""Don Willett of Texas has been a Justice of the Texas Supreme Court since 2005",29098,29176
67,He was initially appointed by Governor Rick Perry and has been reelected by the voters twice,29516,29608
68,Prior to his judicial service Judge Willett worked as a senior fellow at the Texas Public Policy Foundation as an advisor in George W,29937,30070
69,Bushs gubernatorial and presidential administrations as Deputy Assistant Attorney General in the Justice Departments Office of Legal Policy and as a Deputy Attorney General under then-Texas Attorney General Greg Abbott,30433,30651
70,"Justice Willett received his law degree and a masters degree from Duke."" ",31127,31199
