,sentence,start,end
0,The Hillary Clinton documents released by WikiLeaks make more clear than ever just how much is at stake in this election,0,120
1,This election will determine whether we remain a free country or we become a corrupt Banana Republic controlled by large donors and foreign governments,585,736
2,The election of Hillary Clinton would lead to the destruction of our country,1114,1190
3,Today we learned the Department of Justice fed information to the Clinton campaign about the e-mail investigation so that the campaign could be prepared to cover up her crimes,1527,1702
4,This is collusion and corruption of the highest order and is one more reason why I will ask my Attorney General to appoint a special prosecutor,1970,2113
5,We have to investigate the investigation,2452,2492
6,Hillary bleached and deleted 33000 emails after a congressional subpoena – and then destroyed her phones with a hammer – all to cover-up her crimes,2830,2977
7,People have gone to jail for doing far less,3326,3369
8,She also lost as much as $6 billion taxpayer dollars,3731,3783
9,"""These Wikileaks emails confirm what those of us here today have known all along: Hillary Clinton is the vessel for a corrupt global establishment that is raiding our country and surrendering our sovereignty",4088,4295
10,"This criminal government cartel doesnt recognize borders but believes in global governance unlimited immigration and rule by corporations."" ..",4623,4765
11,"Even Chelsea Clinton the WikiLeaks emails show expressed ""serious concerns"" about conflicts of interests at the Clinton Foundation and State Department",5151,5302
12,During a recent trip to Florida I had a chance to spend some time with the incredible residents of Little Haiti,5650,5761
13,The Haitian community has contributed so much to this country,6103,6164
14,I also learned from them firsthand how much they despise the Clintons for what they did to the people of Haiti,6488,6598
15,New emails revealed today by ABC News show that during the deadly earthquake in Haiti which killed over 150000 people the Clintons couldnt stop cashing in,6884,7038
16,"As people were dying in Haiti Clinton insiders were separating out requests from ""Friends of Bill"" or ""William Jefferson Clinton VIPs"" so that their business interests or contracts would receive special treatment",7314,7526
17,"People who were labeled ""Not Friends of Bill"" were placed on the sidelines",7861,7935
18,"""In their biggest project the Clintons used $400 million in aid and U.S",8306,8377
19,taxpayer funds to build what amounted to a sweatshop,8750,8802
20,"And guess who set it up? Cheryl Mills Hillarys Chief of Staff who helped destroy her emails and then got an immunity deal from the FBI that included the destruction of her computer."" ""The company that benefitted from Mills actions then invested in a company owned by Cheryl Mills."" ""Today as Haitis death toll from Hurricane Matthew is on the rise we should never forget how Bill and Hillary Clinton handled Haiti last time."" To all of our friends in Haiti your day of justice is coming and it arrives on November 8th",8939,9456
21,"""Not only have the Clintons ripped off Haiti but the new emails show members of the Clinton team attacking Catholics",9551,9667
22,This is deeply offensive,10020,10044
23,Its just the latest evidence of the hatred that the Clinton Campaign has for everyday Americans,10430,10525
24,Weve all read the reports and heard the stories about how disrespectfully she treats law enforcement secret service and others in uniform,10865,11002
25,"She even smeared all of Americas police officers as essentially racist."" ""Im proud of the fact that I have always treated the working people of this country with dignity and respect especially our military and law enforcement personnel."" ""The WikiLeaks emails show that Hillarys staff even has to give her secret notes on when she needs to smile."" ""The emails also show yet again that the DNC rigged the Democratic election to give it to Hillary Clinton",11148,11601
26,"The DNC Vice Chair was caught feeding information about Bernie Sanders plans to the Clinton Campaign."" ""To all the Bernie voters out there: dont vote for a Wall Street sellout like Hillary Clinton",11711,11907
27,"A vote for Hillary is a vote for more reckless foreign invasions more Wall Street cheating more terrible trade deals and – as confirmed by Wikileaks – she also wants to cut Medicare and Social Security."" ..",12142,12348
28,"""Wikileaks also shows something I have been warning about for a very long time",12629,12707
29,The media is simply an extension of the Clinton Campaign,13049,13105
30,"Its just one more way the system is rigged."" Reporters who work for these outlets – like the Washington Post or the New York Times – may think of themselves as journalists but they are actually just cogs in a corporate political machine",13362,13598
31,"""The emails show the New York Times Boston Globe Univision and Jon Harwood of CNBC all doing favors for the Clintons and smother the Clintons with praise",13819,13972
32,The NYT even gave Clinton veto power of her quotes in their stories,14291,14358
33,"Its called corruption."" The emails also show that the Hillary was given the CNN townhall questions before her big debate against Bernie Sanders",14694,14837
34,"Dona Brazile the DNC Vice Chair emailed: ""from time to time I get the questions in advance."" ""The media cant report on the establishment because the media is the establishment",15127,15302
35,"And theyre all teamed up against you the American people."" ..",15619,15680
36,On November 8th the arrogance of Washington D.C,16058,16105
37,will come face to face with the righteous verdict of the American voter,16480,16551
38,We are going to replace our corrupt global establishment that has failed us on borders on trade on foreign policy on the economy and so much more,16855,17000
39,We are going to replace the failed leadership in Washington who have betrayed you squandered our wealth and sold our country,17284,17408
40,I am asking all Americans – Republicans Independents and Democrats – to join us in our campaign to give our government back to the American people,17696,17842
41,I am going to fight for every citizen of every background from every stretch of this nation – and I am going to fight to bring us all together as Americans,18092,18247
42,Imagine what our country could accomplish if we started working together as One People under One God saluting One American Flag,18525,18652
43,"""Youre going to look back at this rally for the rest of your life",18963,19028
44,Youre going to remember this day,19378,19410
45,This is a movement like youve never seen before,19767,19814
46,Were going to make history together,20159,20194
47,"Youre going to look back at this election and say this is by far the most important vote Ive ever cast for anyone at any time."" A vote for me is a vote for change and a vote for me is really a vote for you",20430,20635
48,Once again we are going to have a government of by and for the people,20844,20913
49,We will make America wealthy again,21275,21309
50,We will make America strong again,21671,21704
51,We will make America safe again,22066,22097
52,And we are going to make America great again,22459,22503
